"","Word","Frequency","Percentage"
"1","business",1739,0.607833679368608
"2","new",1626,0.568336723779963
"3","c2a0",1566,0.547364888954135
"4","social",1254,0.438311347859824
"5","can",1066,0.372599598738894
"6","will",1052,0.367706170612867
"7","people",958,0.334850296052402
"8","e28093",928,0.324364378639487
"9","2011",914,0.31947095051346
"10","sharing",880,0.307586910778824
"11","like",770,0.269138546931471
"12","2015",769,0.268789016351041
"13","share",738,0.257953568357696
"14","media",735,0.256904976616404
"15","collaborativeconsumption",706,0.24676858978392
"16","economy",689,0.240826569916602
"17","one",665,0.23243783598627
"18","get",615,0.214961306964746
"19","email",587,0.205174450712693
"20","world",587,0.205174450712693
"21","may",558,0.195038063880209
"22","online",552,0.192940880397626
"23","also",521,0.182105432404281
"24","community",520,0.181755901823851
"25","work",518,0.18105684066299
"26","marketing",501,0.175114820795671
"27","news",499,0.17441575963481
"28","time",495,0.173017637313089
"29","blog",474,0.165677495124048
"30","services",470,0.164279372802326
"31","now",466,0.162881250480605
"32","design",463,0.161832658739313
"33","facebook",459,0.160434536417591
"34","innovation",457,0.15973547525673
"35","use",456,0.1593859446763
"36","just",445,0.155541108291564
"37","way",440,0.153793455389412
"38","global",435,0.15204580248726
"39","service",428,0.149599088424246
"40","december",427,0.149249557843816
"41","companies",424,0.148200966102524
"42","2012",414,0.144705660298219
"43","future",410,0.143307537976498
"44","first",408,0.142608476815637
"45","home",404,0.141210354493915
"46","2014",401,0.140161762752623
"47","sharingeconomy",395,0.13806457927004
"48","november",394,0.13771504868961
"49","twitter",394,0.13771504868961
"50","make",391,0.136666456948318
"51","research",388,0.135617865207027
"52","help",387,0.135268334626596
"53","see",384,0.134219742885305
"54","technology",380,0.132821620563583
"55","2013",378,0.132122559402722
"56","many",376,0.131423498241861
"57","company",373,0.13037490650057
"58","market",372,0.130025375920139
"59","car",370,0.129326314759278
"60","need",367,0.128277723017987
"61","2010",364,0.127229131276695
"62","want",350,0.122335703150669
"63","digital",348,0.121636641989808
"64","video",346,0.120937580828947
"65","small",340,0.118840397346364
"66","support",340,0.118840397346364
"67","read",337,0.117791805605072
