"","Word","Frequency","Percentage"
"1","can",827,0.527888064750865
"2","people",745,0.475546080096003
"3","new",735,0.469162911235654
"4","law",697,0.444906869566328
"5","research",688,0.439162017592013
"6","collaborativeconsumption",687,0.438523700705978
"7","social",638,0.407246173290268
"8","also",590,0.376606962760593
"9","technology",547,0.349159336661092
"10","will",526,0.335754682054359
"11","one",521,0.332563097624185
"12","sharing",440,0.280859429855357
"13","may",432,0.275752894767078
"14","use",420,0.268093092134659
"15","trust",408,0.26043328950224
"16","2010",374,0.238730515377054
"17","2011",372,0.237453881604984
"18","2012",360,0.229794078972565
"19","part",353,0.225325860770321
"20","online",352,0.224687543884286
"21","fashion",331,0.211282889277553
"22","business",326,0.208091304847378
"23","consumer",325,0.207452987961344
"24","consumption",324,0.206814671075309
"25","goods",324,0.206814671075309
"26","2013",323,0.206176354189274
"27","e28093",318,0.202984769759099
"28","however",313,0.199793185328925
"29","airbnb",312,0.19915486844289
"30","time",310,0.19787823467082
"31","used",310,0.19787823467082
"32","participants",308,0.19660160089875
"33","system",296,0.188941798266331
"34","different",293,0.187026847608227
"35","market",276,0.176175460545633
"36","products",274,0.174898826773563
"37","way",265,0.169153974799249
"38","data",263,0.16787734102718
"39","like",259,0.16532407348304
"40","need",259,0.16532407348304
"41","information",255,0.1627708059389
"42","shared",254,0.162132489052865
"43","companies",251,0.160217538394761
"44","example",251,0.160217538394761
"45","take",251,0.160217538394761
"46","users",251,0.160217538394761
"47","world",251,0.160217538394761
"48","case",249,0.158940904622691
"49","legal",248,0.158302587736656
"50","standards",237,0.151281101990272
"51","access",236,0.150642785104237
"52","first",233,0.148727834446132
"53","internet",227,0.144897933129923
"54","based",226,0.144259616243888
"55","society",226,0.144259616243888
"56","study",226,0.144259616243888
"57","value",226,0.144259616243888
"58","many",223,0.142344665585783
"59","money",221,0.141068031813714
"60","sharingeconomy",221,0.141068031813714
"61","participant",220,0.140429714927679
"62","two",218,0.139153081155609
"63","synthetic",214,0.136599813611469
"64","consumers",212,0.135323179839399
"65","make",212,0.135323179839399
"66","results",211,0.134684862953365
"67","therefore",209,0.133408229181295
"68","members",208,0.13276991229526
"69","things",207,0.132131595409225
"70","experience",206,0.13149327852319
"71","product",206,0.13149327852319
"72","model",201,0.128301694093016
"73","among",200,0.127663377206981
"74","journal",200,0.127663377206981
"75","process",198,0.126386743434911
"76","respondents",198,0.126386743434911
"77","services",198,0.126386743434911
"78","less",196,0.125110109662841
"79","variables",195,0.124471792776806
"80","economy",194,0.123833475890771
"81","public",194,0.123833475890771
"82","collaborative",193,0.123195159004736
"83","see",192,0.122556842118701
"84","analysis",191,0.121918525232667
"85","regulation",190,0.121280208346632
"86","thus",190,0.121280208346632
"87","biology",186,0.118726940802492
"88","2008",184,0.117450307030422
"89","even",182,0.116173673258352
"90","number",181,0.115535356372317
"91","share",181,0.115535356372317
"92","important",179,0.114258722600248
"93","concept",178,0.113620405714213
"94","context",177,0.112982088828178
"95","human",177,0.112982088828178
"96","technologies",175,0.111705455056108
"97","order",173,0.110428821284038
"98","using",172,0.109790504398003
"99","2007",170,0.108513870625934
"100","economic",166,0.105960603081794
"101","regulatory",166,0.105960603081794
"102","rules",166,0.105960603081794
"103","well",166,0.105960603081794
"104","development",165,0.105322286195759
"105","items",165,0.105322286195759
"106","service",165,0.105322286195759
"107","within",165,0.105322286195759
"108","community",164,0.104683969309724
"109","environmental",164,0.104683969309724
"110","means",163,0.104045652423689
"111","motives",163,0.104045652423689
"112","possible",163,0.104045652423689
"113","sense",159,0.10149238487955
"114","company",158,0.100854067993515
"115","hotel",158,0.100854067993515
"116","work",158,0.100854067993515
"117","culture",157,0.10021575110748
"118","libraries",156,0.0995774342214449
"119","practice",156,0.0995774342214449
"120","questions",156,0.0995774342214449
"121","university",156,0.0995774342214449
"122","made",155,0.09893911733541
"123","another",154,0.0983008004493751
"124","environment",154,0.0983008004493751
"125","others",154,0.0983008004493751
"126","car",153,0.0976624835633402
"127","found",153,0.0976624835633402
"128","group",153,0.0976624835633402
"129","three",153,0.0976624835633402
"130","systems",151,0.0963858497912704
"131","customers",150,0.0957475329052355
"132","factors",150,0.0957475329052355
"133","assessment",149,0.0951092160192006
"134","provide",149,0.0951092160192006
"135","potential",147,0.0938325822471308
"136","theory",146,0.0931942653610959
"137","european",144,0.091917631589026
"138","future",144,0.091917631589026
"139","question",144,0.091917631589026
"140","available",143,0.0912793147029912
"141","whether",142,0.0906409978169563
"142","2009",141,0.0900026809309213
"143","good",141,0.0900026809309213
"144","without",141,0.0900026809309213
"145","review",140,0.0893643640448864
"146","current",139,0.0887260471588515
"147","swapping",139,0.0887260471588515
"148","van",139,0.0887260471588515
"149","platforms",138,0.0880877302728166
