"","Word","Frequency","Percentage"
"1","business",1176,0.464912176666627
"2","social",1075,0.424983494827061
"3","new",916,0.362125470941012
"4","e28093",894,0.353428134302691
"5","can",878,0.34710279856573
"6","2015",825,0.326150123937047
"7","2006",814,0.321801455617886
"8","will",652,0.257757431281157
"9","one",648,0.256176097346917
"10","may",645,0.254990096896237
"11","people",597,0.236014089685354
"12","management",586,0.231665421366193
"13","media",565,0.223363418211432
"14","economy",553,0.218619416408712
"15","web",549,0.217038082474471
"16","community",533,0.21071274673751
"17","march",497,0.196480741329348
"18","c2a0",479,0.189364738625267
"19","corporate",478,0.188969405141707
"20","global",461,0.182248735921186
"21","world",456,0.180272068503386
"22","october",450,0.177900067602026
"23","december",431,0.170388731414385
"24","july",431,0.170388731414385
"25","2014",430,0.169993397930825
"26","economic",412,0.162877395226744
"27","november",412,0.162877395226744
"28","2011",411,0.162482061743183
"29","2010",410,0.162086728259623
"30","january",410,0.162086728259623
"31","marketing",408,0.161296061292503
"32","like",406,0.160505394325383
"33","2013",402,0.158924060391143
"34","september",401,0.158528726907583
"35","public",399,0.157738059940463
"36","sharing",398,0.157342726456903
"37","news",397,0.156947392973343
"38","technology",396,0.156552059489783
"39","april",392,0.154970725555542
"40","june",391,0.154575392071982
"41","february",389,0.153784725104862
"42","work",385,0.152203391170622
"43","also",382,0.151017390719942
"44","2012",380,0.150226723752822
"45","august",380,0.150226723752822
"46","time",377,0.149040723302142
"47","services",376,0.148645389818581
"48","blog",374,0.147854722851461
"49","video",373,0.147459389367901
"50","research",372,0.147064055884341
"51","2008",370,0.146273388917221
"52","energy",370,0.146273388917221
"53","2007",369,0.145878055433661
"54","market",361,0.142715387565181
"55","2009",359,0.14192472059806
"56","report",356,0.14073872014738
"57","use",347,0.13718071879534
"58","network",341,0.134808717893979
"59","contact",333,0.131646050025499
"60","book",331,0.130855383058379
"61","corporations",328,0.129669382607699
"62","information",327,0.129274049124139
"63","free",323,0.127692715189898
"64","read",322,0.127297381706338
"65","years",320,0.126506714739218
"66","email",318,0.125716047772098
"67","many",318,0.125716047772098
"68","development",317,0.125320714288538
"69","now",315,0.124530047321418
"70","post",314,0.124134713837858
"71","content",311,0.122948713387178
"72","financial",310,0.122553379903618
"73","policy",307,0.121367379452938
"74","part",306,0.120972045969377
"75","design",304,0.120181379002257
"76","life",300,0.118600045068017
"77","oil",300,0.118600045068017
"78","home",299,0.118204711584457
"79","resources",297,0.117414044617337
"80","fuel",288,0.113856043265296
"81","events",283,0.111879375847496
"82","industry",281,0.111088708880376
"83","search",280,0.110693375396816
"84","service",280,0.110693375396816
"85","share",275,0.108716707979016
"86","make",273,0.107926041011896
"87","online",273,0.107926041011896
"88","get",270,0.106740040561215
"89","comments",269,0.106344707077655
"90","first",267,0.105554040110535
"91","open",267,0.105554040110535
"92","companies",264,0.104368039659855
"93","small",264,0.104368039659855
"94","group",261,0.103182039209175
"95","government",260,0.102786705725615
"96","company",258,0.101996038758495
"97","view",258,0.101996038758495
"98","just",256,0.101205371791375
"99","good",253,0.100019371340694
"100","internet",252,0.0996240378571344
"101","sharingeconomy",251,0.0992287043735743
"102","experience",249,0.0984380374064542
"103","strategy",242,0.0956707030215338
"104","data",238,0.0940893690872936
"105","site",238,0.0940893690872936
"106","production",237,0.0936940356037335
"107","local",235,0.0929033686366134
"108","must",234,0.0925080351530534
"109","university",234,0.0925080351530534
"110","education",231,0.0913220347023732
"111","way",231,0.0913220347023732
"112","school",230,0.0909267012188131
"113","find",227,0.089740700768133
"114","published",227,0.089740700768133
"115","digital",223,0.0881593668338927
"116","link",223,0.0881593668338927
"117","comment",221,0.0873686998667726
"118","see",220,0.0869733663832126
"119","law",219,0.0865780328996525
"120","library",219,0.0865780328996525
"121","well",219,0.0865780328996525
"122","rights",218,0.0861826994160924
"123","e296bac2a0",217,0.0857873659325324
"124","mobile",217,0.0857873659325324
"125","help",215,0.0849966989654123
"126","best",214,0.0846013654818522
"127","future",213,0.0842060319982922
"128","money",212,0.0838106985147321
"129","international",211,0.083415365031172
"130","english",210,0.083020031547612
"131","bmw",209,0.0826246980640519
"132","need",208,0.0822293645804919
"133","innovation",205,0.0810433641298117
"134","green",204,0.0806480306462516
"135","member",204,0.0806480306462516
"136","even",203,0.0802526971626916
"137","trade",202,0.0798573636791315
"138","twitter",201,0.0794620301955715
"139","oxford",199,0.0786713632284514
"140","executive",196,0.0774853627777712
"141","know",196,0.0774853627777712
"142","support",196,0.0774853627777712
"143","c2bb",195,0.0770900292942111
"144","think",194,0.0766946958106511
"145","power",193,0.076299362327091
"146","project",191,0.0755086953599709
"147","health",190,0.0751133618764109
"148","top",187,0.0739273614257307
"149","countries",186,0.0735320279421706
"150","posted",186,0.0735320279421706
"151","society",186,0.0735320279421706
"152","much",184,0.0727413609750505
"153","year",184,0.0727413609750505
"154","facebook",183,0.0723460274914905
"155","change",182,0.0719506940079304
"156","finance",181,0.0715553605243703
"157","two",181,0.0715553605243703
"158","markets",180,0.0711600270408103
"159","2005",179,0.0707646935572502
"160","privacy",179,0.0707646935572502
"161","real",178,0.0703693600736902
"162","leadership",177,0.0699740265901301
"163","members",176,0.06957869310657
"164","value",174,0.0687880261394499
"165","based",173,0.0683926926558899
"166","platform",173,0.0683926926558899
"167","ago",172,0.0679973591723298
"168","article",172,0.0679973591723298
"169","economics",171,0.0676020256887698
"170","political",171,0.0676020256887698
"171","e280a2",170,0.0672066922052097
"172","things",170,0.0672066922052097
"173","add",169,0.0668113587216496
"174","systems",169,0.0668113587216496
