"","Word","Frequency","Percentage"
"1","new",838,0.37729732650176
"2","will",691,0.311112711948349
"3","business",686,0.308861534582587
"4","can",670,0.301657767012147
"5","c2a0",604,0.271942225784085
"6","home",538,0.242226684556023
"7","one",537,0.24177644908287
"8","social",530,0.238624800770803
"9","2015",520,0.234122446039279
"10","open",503,0.226468442995687
"11","people",467,0.210259965962198
"12","technology",459,0.206658082176979
"13","information",419,0.18864866325088
"14","software",410,0.184596543992508
"15","video",379,0.170639244324782
"16","time",372,0.167487596012715
"17","2005",369,0.166136889593257
"18","internet",369,0.166136889593257
"19","work",368,0.165686654120105
"20","also",365,0.164335947700647
"21","may",344,0.154881002764446
"22","free",337,0.151729354452379
"23","research",337,0.151729354452379
"24","world",336,0.151279118979226
"25","media",333,0.149928412559769
"26","design",330,0.148577706140311
"27","like",324,0.145876293301397
"28","august",323,0.145426057828244
"29","news",321,0.144525586881939
"30","e28093",313,0.14092370309672
"31","systems",309,0.13912276120411
"32","search",302,0.135971112892043
"33","google",300,0.135070641945738
"34","system",295,0.132819464579975
"35","use",292,0.131468758160518
"36","make",291,0.131018522687365
"37","many",291,0.131018522687365
"38","source",288,0.129667816267908
"39","2014",283,0.127416638902146
"40","online",280,0.126065932482688
"41","now",279,0.125615697009536
"42","accessories",273,0.122914284170621
"43","mobile",273,0.122914284170621
"44","economy",272,0.122464048697469
"45","development",270,0.121563577751164
"46","digital",267,0.120212871331706
"47","access",266,0.119762635858554
"48","community",265,0.119312400385402
"49","public",261,0.117511458492792
"50","market",258,0.116160752073334
"51","read",258,0.116160752073334
"52","services",257,0.115710516600182
"53","share",255,0.114810045653877
"54","policy",254,0.114359810180725
"55","network",253,0.113909574707572
"56","first",252,0.11345933923442
"57","email",243,0.109407219976047
"58","just",242,0.108956984502895
"59","way",239,0.107606278083438
"60","data",235,0.105805336190828
"61","2004",229,0.103103923351913
"62","web",228,0.102653687878761
"63","management",227,0.102203452405608
"64","money",227,0.102203452405608
"65","blog",225,0.101302981459303
"66","group",225,0.101302981459303
"67","apple",221,0.0995020395666934
"68","book",221,0.0995020395666934
"69","change",221,0.0995020395666934
"70","life",221,0.0995020395666934
"71","december",220,0.0990518040935409
"72","get",220,0.0990518040935409
"73","economic",219,0.0986015686203885
"74","university",218,0.098151333147236
"75","electronics",217,0.0977010976740835
"76","service",217,0.0977010976740835
"77","content",216,0.0972508622009311
"78","company",215,0.0968006267277786
"79","good",208,0.0936489784157114
"80","march",207,0.093198742942559
"81","economics",204,0.0918480365231016
"82","september",204,0.0918480365231016
"83","october",202,0.0909475655767967
"84","property",200,0.0900470946304918
"85","even",198,0.0891466236841868
"86","computer",197,0.0886963882110344
"87","november",197,0.0886963882110344
"88","rss",197,0.0886963882110344
"89","need",196,0.0882461527378819
"90","year",195,0.0877959172647294
"91","june",194,0.087345681791577
"92","industry",192,0.0864452108452721
"93","site",191,0.0859949753721196
"94","years",186,0.0837437980063573
"95","april",185,0.0832935625332049
"96","help",184,0.0828433270600524
"97","innovation",183,0.0823930915868999
"98","real",182,0.0819428561137475
"99","capital",181,0.081492620640595
"100","music",180,0.0810423851674426
