"","Word","Frequency","Percentage"
"1","car",1909,0.888452445222183
"2","will",1801,0.838189027682112
"3","said",1276,0.593852970195655
"4","new",1117,0.519854049928328
"5","sharing",905,0.421188822905226
"6","can",846,0.39373010406389
"7","city",811,0.377441033564793
"8","bike",743,0.345793696595119
"9","people",687,0.319731183796563
"10","also",679,0.316007967682484
"11","one",602,0.28017201258447
"12","zipcar",598,0.278310404527431
"13","cars",593,0.275983394456131
"14","share",584,0.271794776327792
"15","program",549,0.255505705828695
"16","company",544,0.253178695757395
"17","year",535,0.248990077629056
"18","million",515,0.239682037343858
"19","vehicles",491,0.22851238900162
"20","market",486,0.22618537893032
"21","use",479,0.222927564830501
"22","per",442,0.205707690302884
"23","business",428,0.199192062103245
"24","transportation",412,0.191745629875086
"25","work",410,0.190814825846566
"26","rental",398,0.185230001675447
"27","public",385,0.179179775490068
"28","service",385,0.179179775490068
"29","first",383,0.178248971461548
"30","carsharing",382,0.177783569447289
"31","time",379,0.176387363404509
"32","like",373,0.173594951318949
"33","make",365,0.16987173520487
"34","now",356,0.165683117076531
"35","hertz",345,0.160563694919672
"36","members",344,0.160098292905412
"37","says",344,0.160098292905412
"38","just",327,0.152186458662993
"39","get",325,0.151255654634473
"40","available",322,0.149859448591694
"41","years",319,0.148463242548914
"42","system",312,0.145205428449094
"43","well",310,0.144274624420574
"44","need",308,0.143343820392055
"45","around",302,0.140551408306495
"46","two",298,0.138689800249455
"47","way",295,0.137293594206676
"48","information",288,0.134035780106856
"49","access",281,0.130777966007037
"50","bikes",277,0.128916357949997
"51","companies",277,0.128916357949997
"52","including",277,0.128916357949997
"53","vehicle",277,0.128916357949997
"54","small",276,0.128450955935737
"55","university",275,0.127985553921477
"56","north",268,0.124727739821658
"57","percent",267,0.124262337807398
"58","local",266,0.123796935793138
"59","may",261,0.121469925721839
"60","growth",260,0.121004523707579
"61","day",258,0.120073719679059
"62","many",257,0.119608317664799
"63","help",255,0.118677513636279
"64","services",254,0.118212111622019
"65","across",253,0.117746709607759
"66","last",252,0.117281307593499
"67","users",252,0.117281307593499
"68","part",244,0.11355809147942
"69","take",243,0.11309268946516
"70","community",242,0.1126272874509
"71","scheme",240,0.11169648342238
"72","2011",239,0.11123108140812
"73","costs",237,0.1103002773796
"74","cost",231,0.107507865294041
"75","money",230,0.107042463279781
"76","state",229,0.106577061265521
"77","online",226,0.105180855222741
"78","rent",226,0.105180855222741
"79","council",224,0.104250051194222
"80","network",223,0.103784649179962
"81","next",223,0.103784649179962
"82","technology",223,0.103784649179962
"83","cities",222,0.103319247165702
"84","number",220,0.102388443137182
"85","social",219,0.101923041122922
"86","used",216,0.100526835080142
"87","even",213,0.0991306290373625
"88","electric",210,0.0977344229945827
"89","economic",207,0.096338216951803
"90","parking",207,0.096338216951803
"91","see",206,0.095872814937543
"92","three",205,0.0954074129232831
"93","york",203,0.0944766088947633
"94","government",200,0.0930804028519835
"95","want",200,0.0930804028519835
"96","2010",199,0.0926150008377236
"97","area",196,0.0912187947949439
"98","capital",194,0.090287990766424
"99","fuel",193,0.0898225887521641
"100","programs",193,0.0898225887521641
"101","economy",192,0.0893571867379042
"102","boston",189,0.0879609806951245
"103","insurance",189,0.0879609806951245
"104","america",188,0.0874955786808645
"105","pay",188,0.0874955786808645
"106","states",186,0.0865647746523447
"107","project",185,0.0860993726380848
"108","home",184,0.0856339706238249
"109","stations",184,0.0856339706238249
"110","less",183,0.0851685686095649
"111","reduce",181,0.0842377645810451
"112","made",180,0.0837723625667852
"113","offer",180,0.0837723625667852
"114","provide",180,0.0837723625667852
"115","dont",178,0.0828415585382654
"116","using",178,0.0828415585382654
"117","fleet",177,0.0823761565240054
"118","world",177,0.0823761565240054
"119","bicycle",176,0.0819107545097455
"120","high",175,0.0814453524954856
"121","industry",173,0.0805145484669658
"122","bixi",172,0.0800491464527058
"123","today",172,0.0800491464527058
"124","announced",170,0.079118342424186
"125","free",169,0.0786529404099261
"126","future",169,0.0786529404099261
"127","hour",169,0.0786529404099261
"128","support",169,0.0786529404099261
"129","mobile",168,0.0781875383956662
"130","think",167,0.0777221363814063
"131","week",167,0.0777221363814063
"132","already",166,0.0772567343671463
"133","mayor",166,0.0772567343671463
"134","businesses",164,0.0763259303386265
"135","cent",163,0.0758605283243666
"136","plan",163,0.0758605283243666
"137","since",162,0.0753951263101067
"138","students",162,0.0753951263101067
"139","inc",161,0.0749297242958468
"140","residents",160,0.0744643222815868
"141","customers",159,0.0739989202673269
"142","global",159,0.0739989202673269
"143","owners",159,0.0739989202673269
"144","london",158,0.073533518253067
"145","development",157,0.0730681162388071
"146","green",157,0.0730681162388071
"147","internet",156,0.0726027142245472
"148","much",156,0.0726027142245472
"149","areas",155,0.0721373122102872
"150","expected",155,0.0721373122102872
"151","president",155,0.0721373122102872
"152","better",154,0.0716719101960273
"153","include",154,0.0716719101960273
"154","making",154,0.0716719101960273
"155","connect",153,0.0712065081817674
"156","director",153,0.0712065081817674
"157","going",152,0.0707411061675075
"158","jobs",152,0.0707411061675075
"159","able",151,0.0702757041532476
"160","locations",151,0.0702757041532476
"161","group",150,0.0698103021389877
"162","month",150,0.0698103021389877
"163","travel",150,0.0698103021389877
"164","average",148,0.0688794981104678
"165","san",146,0.067948694081948
"166","financial",145,0.0674832920676881
"167","increase",145,0.0674832920676881
"168","looking",145,0.0674832920676881
"169","every",144,0.0670178900534281
"170","addition",143,0.0665524880391682
"171","another",143,0.0665524880391682
"172","good",143,0.0665524880391682
"173","bikeshare",142,0.0660870860249083
"174","employees",142,0.0660870860249083
"175","find",142,0.0660870860249083
"176","following",142,0.0660870860249083
"177","report",141,0.0656216840106484
"178","based",140,0.0651562819963885
"179","ceo",140,0.0651562819963885
"180","funding",139,0.0646908799821286
"181","great",139,0.0646908799821286
"182","major",139,0.0646908799821286
"183","create",138,0.0642254779678686
"184","department",138,0.0642254779678686
"185","drive",138,0.0642254779678686
"186","key",138,0.0642254779678686
"187","consumers",137,0.0637600759536087
"188","transport",137,0.0637600759536087
"189","urban",137,0.0637600759536087
"190","zipcars",137,0.0637600759536087
"191","open",136,0.0632946739393488
"192","sustainable",136,0.0632946739393488
"193","model",135,0.0628292719250889
"194","set",135,0.0628292719250889
"195","shared",135,0.0628292719250889
"196","according",134,0.062363869910829
"197","drivers",134,0.062363869910829
"198","energy",134,0.062363869910829
"199","models",134,0.062363869910829
"200","sales",134,0.062363869910829
"201","sustainability",134,0.062363869910829
"202","annual",133,0.0618984678965691
"203","prices",132,0.0614330658823091
"204","research",132,0.0614330658823091
"205","driving",131,0.0609676638680492
"206","miles",131,0.0609676638680492
"207","news",131,0.0609676638680492
"208","still",131,0.0609676638680492
"209","idea",129,0.0600368598395294
"210","road",129,0.0600368598395294
"211","within",129,0.0600368598395294
"212","campus",128,0.0595714578252695
"213","chicago",128,0.0595714578252695
"214","look",128,0.0595714578252695
"215","office",128,0.0595714578252695
"216","big",127,0.0591060558110095
"217","demand",127,0.0591060558110095
"218","leading",127,0.0591060558110095
"219","place",127,0.0591060558110095
"220","among",126,0.0586406537967496
"221","become",126,0.0586406537967496
"222","college",126,0.0586406537967496
"223","environmental",126,0.0586406537967496
"224","offers",126,0.0586406537967496
"225","tax",126,0.0586406537967496
"226","things",126,0.0586406537967496
"227","come",125,0.0581752517824897
"228","national",125,0.0581752517824897
"229","save",125,0.0581752517824897
"230","billion",124,0.0577098497682298
"231","investment",124,0.0577098497682298
"232","largest",124,0.0577098497682298
"233","website",124,0.0577098497682298
"234","without",124,0.0577098497682298
"235","ford",123,0.0572444477539699
"236","throughout",123,0.0572444477539699
"237","launch",122,0.05677904573971
"238","change",121,0.05631364372545
"239","past",121,0.05631364372545
"240","ownership",120,0.0558482417111901
"241","executive",119,0.0553828396969302
"242","launched",119,0.0553828396969302
"243","plans",119,0.0553828396969302
"244","range",119,0.0553828396969302
"245","ride",119,0.0553828396969302
"246","say",119,0.0553828396969302
"247","health",118,0.0549174376826703
"248","important",118,0.0549174376826703
"249","makes",118,0.0549174376826703
"250","station",117,0.0544520356684104
"251","worlds",117,0.0544520356684104
"252","app",116,0.0539866336541505
"253","citys",116,0.0539866336541505
"254","enterprise",116,0.0539866336541505
"255","street",116,0.0539866336541505
"256","allows",115,0.0535212316398905
"257","might",115,0.0535212316398905
"258","transit",115,0.0535212316398905
"259","back",114,0.0530558296256306
"260","price",114,0.0530558296256306
"261","washington",114,0.0530558296256306
"262","consumer",113,0.0525904276113707
"263","total",113,0.0525904276113707
"264","cycling",112,0.0521250255971108
"265","continue",111,0.0516596235828509
"266","products",111,0.0516596235828509
"267","provides",111,0.0516596235828509
"268","put",111,0.0516596235828509
"269","four",110,0.051194221568591
"270","gas",110,0.051194221568591
"271","exchange",109,0.050728819554331
"272","media",109,0.050728819554331
"273","relayrides",109,0.050728819554331
"274","systems",109,0.050728819554331
"275","top",109,0.050728819554331
"276","united",109,0.050728819554331
"277","alternative",108,0.0502634175400711
"278","rate",108,0.0502634175400711
"279","member",107,0.0497980155258112
"280","friends",106,0.0493326135115513
"281","growing",106,0.0493326135115513
"282","working",106,0.0493326135115513
"283","along",105,0.0488672114972914
"284","benefits",105,0.0488672114972914
"285","experience",105,0.0488672114972914
"286","impact",105,0.0488672114972914
"287","personal",105,0.0488672114972914
"288","projects",105,0.0488672114972914
"289","second",105,0.0488672114972914
"290","start",105,0.0488672114972914
"291","hours",104,0.0484018094830314
"292","smart",104,0.0484018094830314
"293","downtown",103,0.0479364074687715
"294","end",103,0.0479364074687715
"295","revenue",103,0.0479364074687715
"296","strategy",103,0.0479364074687715
"297","right",102,0.0474710054545116
"298","value",102,0.0474710054545116
"299","collaborativeconsumption",101,0.0470056034402517
"300","current",101,0.0470056034402517
"301","needs",101,0.0470056034402517
"302","staff",101,0.0470056034402517
"303","video",101,0.0470056034402517
"304","center",100,0.0465402014259918
"305","international",100,0.0465402014259918
"306","management",100,0.0465402014259918
"307","power",100,0.0465402014259918
"308","together",100,0.0465402014259918
"309","100",99,0.0460747994117319
"310","2009",99,0.0460747994117319
"311","board",99,0.0460747994117319
"312","brand",99,0.0460747994117319
"313","design",99,0.0460747994117319
"314","easy",99,0.0460747994117319
"315","found",99,0.0460747994117319
"316","potential",99,0.0460747994117319
"317","slide",99,0.0460747994117319
"318","visit",99,0.0460747994117319
"319","allow",98,0.0456093973974719
"320","almost",98,0.0456093973974719
"321","general",98,0.0456093973974719
"322","life",98,0.0456093973974719
"323","space",98,0.0456093973974719
"324","companys",97,0.045143995383212
"325","getaround",97,0.045143995383212
"326","site",97,0.045143995383212
"327","ability",96,0.0446785933689521
"328","best",96,0.0446785933689521
"329","charging",96,0.0446785933689521
"330","fee",96,0.0446785933689521
"331","know",96,0.0446785933689521
"332","membership",96,0.0446785933689521
"333","nearly",96,0.0446785933689521
"334","ways",96,0.0446785933689521
"335","canada",95,0.0442131913546922
"336","carbon",95,0.0442131913546922
"337","country",95,0.0442131913546922
"338","francisco",95,0.0442131913546922
"339","full",95,0.0442131913546922
