"","Word","Frequency","Percentage"
"1","business",171,5.85415953440603
"2","model",77,2.63608353303663
"3","sharingeconomy",67,2.29373502225265
"4","resources",56,1.91715166039028
"5","constituent",53,1.81444710715508
"6","factors",45,1.5405682985279
"7","enterprises",43,1.47209859637111
"8","sharing",40,1.36939404313591
"9","customer",38,1.30092434097912
"10","value",36,1.23245463882232
"11","type",32,1.09551523450873
"12","relationship",31,1.06128038343033
"13","key",30,1.02704553235193
"14","can",27,0.924340979116741
"15","factor",22,0.753166723724752
"16","models",22,0.753166723724752
"17","concept",21,0.718931872646354
"18","cost",21,0.718931872646354
"19","study",21,0.718931872646354
"20","documents",20,0.684697021567956
"21","table",20,0.684697021567956
"22","terms",20,0.684697021567956
"23","activities",19,0.650462170489558
"24","proposition",19,0.650462170489558
"25","customers",18,0.616227319411161
"26","mentioned",18,0.616227319411161
"27","enterprise",17,0.581992468332763
"28","activity",16,0.547757617254365
"29","economy",16,0.547757617254365
"30","resource",16,0.547757617254365
"31","case",15,0.513522766175967
"32","will",15,0.513522766175967
"33","distribution",14,0.479287915097569
"34","management",14,0.479287915097569
"35","order",14,0.479287915097569
"36","suggested",14,0.479287915097569
"37","use",14,0.479287915097569
"38","shipbuilding",13,0.445053064019171
"39","studies",13,0.445053064019171
"40","exterior",12,0.410818212940774
"41","first",12,0.410818212940774
"42","material",12,0.410818212940774
"43","revenue",12,0.410818212940774
"44","shop",12,0.410818212940774
"45","tech",12,0.410818212940774
"46","channel",11,0.376583361862376
"47","intermediary",11,0.376583361862376
"48","structure",11,0.376583361862376
"49","arranged",10,0.342348510783978
"50","defined",10,0.342348510783978
"51","information",10,0.342348510783978
"52","joint",10,0.342348510783978
"53","stream",10,0.342348510783978
"54","various",10,0.342348510783978
"55","9789604743865",9,0.30811365970558
"56","advances",9,0.30811365970558
"57","center",9,0.30811365970558
"58","described",9,0.30811365970558
"59","divided",9,0.30811365970558
"60","economics",9,0.30811365970558
"61","explain",9,0.30811365970558
"62","explanation",9,0.30811365970558
"63","goods",9,0.30811365970558
"64","individual",9,0.30811365970558
"65","isbn",9,0.30811365970558
"66","law",9,0.30811365970558
"67","operation",9,0.30811365970558
"68","political",9,0.30811365970558
"69","purpose",9,0.30811365970558
"70","sciences",9,0.30811365970558
"71","services",9,0.30811365970558
"72","small",9,0.30811365970558
"73","also",8,0.273878808627182
"74","classified",8,0.273878808627182
"75","common",8,0.273878808627182
"76","considered",8,0.273878808627182
"77","second",8,0.273878808627182
"78","shared",8,0.273878808627182
"79","target",8,0.273878808627182
"80","equipment",7,0.239643957548785
"81","existing",7,0.239643957548785
"82","explaining",7,0.239643957548785
"83","financial",7,0.239643957548785
"84","flow",7,0.239643957548785
"85","johnson",7,0.239643957548785
"86","preceding",7,0.239643957548785
"87","utility",7,0.239643957548785
"88","actor",6,0.205409106470387
"89","among",6,0.205409106470387
"90","based",6,0.205409106470387
"91","businesses",6,0.205409106470387
"92","introduce",6,0.205409106470387
"93","necessary",6,0.205409106470387
"94","obtained",6,0.205409106470387
"95","osterwalder",6,0.205409106470387
"96","partnership",6,0.205409106470387
"97","procedure",6,0.205409106470387
"98","process",6,0.205409106470387
"99","profit",6,0.205409106470387
"100","segment",6,0.205409106470387
"101","types",6,0.205409106470387
"102","200814",5,0.171174255391989
"103","2010",5,0.171174255391989
"104","al201017",5,0.171174255391989
"105","canvas",5,0.171174255391989
"106","companies",5,0.171174255391989
"107","consequently",5,0.171174255391989
"108","consumer",5,0.171174255391989
"109","cooperators",5,0.171174255391989
"110","derived",5,0.171174255391989
"111","design",5,0.171174255391989
"112","dockyard",5,0.171174255391989
"113","etc",5,0.171174255391989
"114","government",5,0.171174255391989
"115","however",5,0.171174255391989
"116","investor",5,0.171174255391989
"117","literature",5,0.171174255391989
"118","maintain",5,0.171174255391989
"119","new",5,0.171174255391989
"120","outside",5,0.171174255391989
"121","partners",5,0.171174255391989
"122","regardless",5,0.171174255391989
"123","research",5,0.171174255391989
"124","similar",5,0.171174255391989
"125","strategic",5,0.171174255391989
"126","supporter",5,0.171174255391989
"127","tools",5,0.171174255391989
"128","viewpoints",5,0.171174255391989
"129","2001",4,0.136939404313591
"130","addition",4,0.136939404313591
"131","applegate20018",4,0.136939404313591
"132","category",4,0.136939404313591
"133","cooperator",4,0.136939404313591
"134","critical",4,0.136939404313591
"135","define",4,0.136939404313591
"136","definition",4,0.136939404313591
"137","deliver",4,0.136939404313591
"138","description",4,0.136939404313591
"139","diverse",4,0.136939404313591
"140","excess",4,0.136939404313591
"141","expected",4,0.136939404313591
"142","explains",4,0.136939404313591
"143","fee",4,0.136939404313591
"144","form",4,0.136939404313591
"145","harvard",4,0.136939404313591
"146","hong",4,0.136939404313591
"147","incurred",4,0.136939404313591
"148","individuals",4,0.136939404313591
"149","industries",4,0.136939404313591
"150","internet",4,0.136939404313591
"151","invest",4,0.136939404313591
"152","low",4,0.136939404313591
"153","maintenance",4,0.136939404313591
"154","method",4,0.136939404313591
"155","methods",4,0.136939404313591
"156","organization",4,0.136939404313591
"157","owned",4,0.136939404313591
"158","pay",4,0.136939404313591
"159","provided",4,0.136939404313591
"160","required",4,0.136939404313591
"161","selects",4,0.136939404313591
"162","share",4,0.136939404313591
"163","solve",4,0.136939404313591
"164","stewart",4,0.136939404313591
"165","storage",4,0.136939404313591
"166","strategy",4,0.136939404313591
"167","successfully",4,0.136939404313591
"168","technology",4,0.136939404313591
"169","user",4,0.136939404313591
"170","using",4,0.136939404313591
"171","web",4,0.136939404313591
"172","2008",3,0.102704553235193
"173","2013",3,0.102704553235193
"174","another",3,0.102704553235193
"175","applied",3,0.102704553235193
"176","basis",3,0.102704553235193
"177","blueprint",3,0.102704553235193
"178","capabilities",3,0.102704553235193
"179","carried",3,0.102704553235193
"180","cho",3,0.102704553235193
"181","concepts",3,0.102704553235193
"182","conducted",3,0.102704553235193
"183","continuous",3,0.102704553235193
"184","created",3,0.102704553235193
"185","designed",3,0.102704553235193
"186","different",3,0.102704553235193
"187","ebusiness",3,0.102704553235193
"188","eight",3,0.102704553235193
"189","example",3,0.102704553235193
"190","excessive",3,0.102704553235193
"191","expense",3,0.102704553235193
"192","explained",3,0.102704553235193
"193","find",3,0.102704553235193
"194","force",3,0.102704553235193
"195","future",3,0.102704553235193
"196","hard",3,0.102704553235193
"197","human",3,0.102704553235193
"198","including",3,0.102704553235193
"199","jointly",3,0.102704553235193
"200","journal",3,0.102704553235193
"201","labor",3,0.102704553235193
"202","large",3,0.102704553235193
