"","x.before","x.after"
"sharing",36.0612244897959,50.0983606557377
"sharingeconomy",21.2448979591837,43.6065573770492
"people",31.6938775510204,21.8852459016393
"research",26.2857142857143,24.9508196721311
"social",28.7755102040816,19.8360655737705
"collaborativeconsumption",26,19.344262295082
"business",19.8163265306122,23.3606557377049
"platforms",14.6326530612245,18.8032786885246
"consumer",15.1836734693878,18.0819672131148
"trust",24.5714285714286,9.49180327868852
"services",11.8979591836735,18.8852459016393
"companies",12.265306122449,17.7704918032787
"consumption",13.9795918367347,16.0819672131148
"users",17.3469387755102,13.3770491803279
"service",9.83673469387755,19.3114754098361
"consumers",9.81632653061224,18.7049180327869
"goods",20.7755102040816,9.0655737704918
"online",16,12.4754098360656
"airbnb",14.8571428571429,12.9672131147541
"model",12.5510204081633,13.1475409836066
"platform",12.7551020408163,12.9508196721311
"economic",13.4081632653061,10.5573770491803
"car",8.30612244897959,14.4754098360656
"law",15.2244897959184,8.24590163934426
"data",13.1428571428571,9.88524590163934
"value",11.1224489795918,10.9344262295082
"community",12.0612244897959,9.16393442622951
"company",9.06122448979592,10.0491803278689
"share",8.75510204081633,10.1475409836066
"systems",10.5918367346939,8.36065573770492
"technology",15.0816326530612,4.70491803278689
"public",9.08163265306122,9.36065573770492
"work",8.77551020408163,9.26229508196721
"local",6.87755102040816,9.86885245901639
"ownership",5.55102040816327,10.7704918032787
"members",8.10204081632653,8.40983606557377
"uber",3.55102040816327,12.0491803278689
"shared",9.3469387755102,6.83606557377049
"sustainable",6.75510204081633,8.67213114754098
"collaborative",8.59183673469388,7.01639344262295
"environmental",6.85714285714286,8.14754098360656
"internet",8.89795918367347,6.42622950819672
"traditional",4.57142857142857,9.86885245901639
"models",7.73469387755102,7.21311475409836
"peertopeer",8.24489795918367,6.77049180327869
"products",8.40816326530612,6.29508196721311
"innovation",5.24489795918367,8.80327868852459
"sustainability",5.63265306122449,8.45901639344262
"quality",4.04081632653061,9.18032786885246
"participants",9.48979591836735,4.72131147540984
"drivers",4.93877551020408,8.04918032786885
"respondents",7,6.14754098360656
"money",8.36734693877551,5.04918032786885
"development",7.3469387755102,5.78688524590164
"product",7.55102040816327,5.40983606557377
"costs",6.73469387755102,6.04918032786885
"network",6.02040816326531,6.37704918032787
"legal",6.12244897959184,5.85245901639344
"p2p",6.30612244897959,5.26229508196721
"cost",5.38775510204082,5.91803278688525
"process",6.97959183673469,4.60655737704918
"society",8.30612244897959,3.52459016393443
"city",4.20408163265306,6.80327868852459
"markets",5.53061224489796,5.73770491803279
"tourism",9.59183673469388,2.36065573770492
"private",5,5.9672131147541
"regulation",5.12244897959184,5.83606557377049
"experience",6.83673469387755,4.45901639344262
"potential",6.20408163265306,4.9344262295082
"according",6.28571428571429,4.83606557377049
"university",5.51020408163265,5.34426229508197
"impact",5.87755102040816,5.04918032786885
"income",6.20408163265306,4.60655737704918
"review",5.14285714285714,5.44262295081967
"relationship",4.59183673469388,5.77049180327869
"theory",6.08163265306122,4.52459016393443
"things",5.91836734693878,4.60655737704918
"home",4.22448979591837,5.9344262295082
"benefits",5.14285714285714,5.19672131147541
"customers",5.93877551020408,4.50819672131148
"rental",3.95918367346939,6.0327868852459
"states",5.81632653061224,4.32786885245902
"space",5.26530612244898,4.65573770491803
"price",4.79591836734694,5.01639344262295
"accommodation",1.53061224489796,7.29508196721311
"environment",5.28571428571429,4.24590163934426
"belk",3.75510204081633,5.37704918032787
"botsman",4.26530612244898,4.73770491803279
"clothes",2.79591836734694,5.86885245901639
"customer",5,4.0983606557377
"user",5.16326530612245,3.95081967213115
"place",4.93877551020408,4.08196721311475
"industry",3.85714285714286,4.88524590163934
"policy",4.18367346938776,4.60655737704918
"demand",3.30612244897959,5.24590163934426
"individual",4.53061224489796,4.22950819672131
"cities",2.18367346938776,6.0983606557377
"technologies",5.97959183673469,2.9672131147541
"taxi",1.55102040816327,6.37704918032787
"media",5.89795918367347,2.83606557377049
"ridesharing",2.28571428571429,5.72131147540984
"financial",4.77551020408163,3.67213114754098
"rent",5.40816326530612,3.14754098360656
"regulatory",4.85714285714286,3.54098360655738
"lyft",5.46938775510204,3.0327868852459
"businesses",3.22448979591837,4.78688524590164
"international",3.91836734693878,4.13114754098361
"global",4.75510204081633,3.36065573770492
"networks",4.57142857142857,3.45901639344262
"carsharing",2.12244897959184,5.39344262295082
"communities",3.93877551020408,3.85245901639344
"cars",2.91836734693878,4.63934426229508
"marketing",3.87755102040816,3.42622950819672
"culture",4.97959183673469,2.49180327868852
"rules",3.42857142857143,3.63934426229508
"food",3.53061224489796,3.52459016393443
"design",3.81632653061224,3.26229508196721
"government",2.51020408163265,4.0983606557377
"safety",3.91836734693878,2.9672131147541
"hotel",3.89795918367347,2.95081967213115
"transactions",4.28571428571429,2.59016393442623
"collaborativeconomy",3.44897959183673,3.13114754098361
"driver",1.69387755102041,4.52459016393443
"relationships",4.06122448979592,2.57377049180328
"hosts",1.91836734693878,4.24590163934426
"ride",1.18367346938776,4.70491803278689
"buy",3.38775510204082,2.88524590163934
"digital",2.24489795918367,3.70491803278689
"interest",2.89795918367347,3.11475409836066
"fashion",6.75510204081633,0
"transportation",1.83673469387755,3.83606557377049
"european",2.93877551020408,2.83606557377049
"pay",2.44897959183673,3.19672131147541
"providers",2.48979591836735,3.16393442622951
"discussion",3.08163265306122,2.68852459016393
"owners",1.46938775510204,3.90163934426229
"clothing",1.81632653061224,3.62295081967213
"communication",2.46938775510204,3.09836065573771
"regulations",0.489795918367347,4.62295081967213
"peer",2.87755102040816,2.70491803278689
"rise",2.53061224489796,2.86885245901639
"renting",2.6734693877551,2.70491803278689
"possessions",0,4.83606557377049
"provided",3.10204081632653,2.32786885245902
"urban",1.55102040816327,3.55737704918033
"economics",2.28571428571429,2.9344262295082
"reasons",1.6530612244898,3.36065573770492
"mobility",1.81632653061224,3.21311475409836
"lack",2.36734693877551,2.75409836065574
"insurance",0.0612244897959184,4.59016393442623
"instance",2.57142857142857,2.57377049180328
"swapping",2.83673469387755,2.36065573770492
"concerns",1.69387755102041,3.24590163934426
"political",2.44897959183673,2.62295081967213
"capital",5.63265306122449,0
"offer",0.36734693877551,4.21311475409836
"mobile",2.6734693877551,2.36065573770492
"commission",2.61224489795918,2.37704918032787
"issue",2.14285714285714,2.73770491803279
"travel",1.73469387755102,2.91803278688525
"challenges",1.22448979591837,3.26229508196721
"facebook",1.85714285714286,2.75409836065574
"vehicle",1.55102040816327,2.88524590163934
"strategy",1.18367346938776,2.91803278688525
"right",1.71428571428571,2.49180327868852
"opportunities",1.28571428571429,2.81967213114754
"participant",4.79591836734694,0
"limited",1.6734693877551,2.49180327868852
"commercial",0.36734693877551,3.45901639344262
"rate",1.06122448979592,2.81967213114754
"guests",1.6530612244898,2.34426229508197
"que",0,3.59016393442623
"tax",1.08163265306122,2.68852459016393
"press",4.06122448979592,0
"waste",4.02040816326531,0
"positive",0,3.19672131147541
"craigslist",3.87755102040816,0
"working",0.469387755102041,2.70491803278689
"negative",0,3.0327868852459
"room",0.673469387755102,2.42622950819672
"barcelona",3.6734693877551,0
"governments",0,2.85245901639344
"owning",0,2.70491803278689
"laws",0.387755102040816,2.36065573770492
"benefit",3.28571428571429,0
"compared",0,2.62295081967213
"competitive",0.0204081632653061,2.59016393442623
"science",3.18367346938776,0
"presented",0,2.54098360655738
"period",0.0612244897959184,2.44262295081967
"american",3.10204081632653,0
"cultural",3.08163265306122,0
"opportunity",0,2.44262295081967
"housing",0,2.42622950819672
"vehicles",3.02040816326531,0
"advantage",0,2.40983606557377
"success",0,2.34426229508197
"francisco",0,2.32786885245902
"rentals",0,2.32786885245902
"parking",0,2.31147540983607
"protection",0,2.31147540983607
"suppliers",0,2.31147540983607
"governance",2.79591836734694,0
"problems",2.77551020408163,0
"norms",2.77551020408163,0
"indicators",2.75510204081633,0
"nature",2.71428571428571,0
"health",2.69387755102041,0
"family",2.69387755102041,0
"computer",2.61224489795918,0
"reputation",2.59183673469388,0
"dependent",2.53061224489796,0
