"","LN.2007.X","LN.2007.Y","LN.2008.X","LN.2008.Y","LN.2009.X","LN.2009.Y","LN.2010.X","LN.2010.Y","LN.2011.X","LN.2011.Y","LN.2012.X","LN.2012.Y","LN.2013.X","LN.2013.Y","LN.2014.X","LN.2014.Y","LN.2015.X","LN.2015.Y"
"world",4.60448642266824,6.35182998819363,6.18892508143324,8.531213579177,7.65973826020016,7.4714786249058,7.88694481830415,8.35210162959805,8.04425959969493,9.27187008905188,8.57017927415827,10.6662002623524,10.2625873283546,15.1904253084691,11.9243917152624,16.3784843422974,12.9445264202457,13.6655155402072
"government",10.7438016528926,7.82636194973857,10.4234527687296,10.2538624749724,10.9699769053118,13.8301838375915,12.3553162853297,10.2631757312858,11.8217343022281,10.4766893661603,11.7184083952776,5.13108876257104,11.2141652613828,9.45990558132208,11.4518399356525,12.3932151551509,11.8481088836655,18.746916625555
"industry",11.9244391971665,7.14580873671784,10.6840390879479,6.56247198398231,9.39183987682832,6.67664047332008,8.82907133243604,7.21961327304239,8.41613534761272,9.06233630172865,8.78880629645824,6.58557061652819,9.22669236328592,18.5559686402856,11.8037401970641,11.6156016552198,12.0095967378905,17.2175629008387
"vehicle",12.0425029515939,7.48608534322822,10.9446254071661,9.51558437677436,10.9314857582756,11.9225722737858,11.6823687752355,17.1996669151892,13.2505200705437,14.510214772132,13.9046786182772,12.1206821163096,15.104794025536,12.1432441837163,15.2925799316308,5.83210124948276,13.9474509885904,4.93339911198814
"travel",10.1534828807556,11.5694046213527,12.2475570032573,12.6327585691659,13.1639722863741,14.5455381740187,14.1318977119784,10.4755172981399,13.1722304394032,7.85751702462021,11.9953359568576,5.93913423699168,11.6839315827511,15.1904253084691,13.1107983108787,7.9705383742931,12.4770615790681,12.3828317710903
"cost",12.987012987013,11.1157024793389,13.5504885993485,12.8788512685653,14.0492686682063,10.1739283402973,13.2705248990578,11.6787861769804,12.878644322626,12.1005762179151,12.9572948549774,8.72689112374288,13.3100457721031,10.8697953554614,13.5129700382063,9.37996284291809,13.0635174707273,8.33744449925996
"home",10.0354191263282,6.69210659470401,9.38110749185668,8.44918267937723,9.50731331793687,7.07405954911294,9.04441453566622,6.37024700562563,8.33784571647214,9.63855421686748,8.8908322401982,8.04005247048534,9.74463984582026,13.0528504896127,11.0195053287754,14.9690598736724,11.9331024911524,14.7508633448446
"social",1.18063754427391,6.12497891718672,4.16938110749186,3.93748319038938,4.31100846805234,5.00748035499004,4.71063257065949,9.83849259757737,6.14573604453579,11.4719748559455,7.76854685905842,12.1206821163096,10.0337268128162,16.2819528755447,11.9746631811783,12.9764252800991,12.3920679715813,12.0374938332511
"economy",2.95159386068477,3.17591499409682,3.45276872964169,6.89059558318144,5.2732871439569,8.98167111291867,6.72947510094212,6.51180805019511,6.69376346251989,10.0576217915139,7.78312199387844,5.4543069523393,8.05829920501082,9.5053858966169,8.82766941484012,13.1222278113362,9.75726613948924,26.3936852491366
"consumers",6.84769775678867,6.57868105920054,7.55700325732898,5.33200848698561,6.96689761354888,6.83560810363721,7.18707940780618,10.192395209001,8.04425959969493,7.17653221581982,7.9871738813584,8.28246611281153,9.07010358949649,7.32233076246565,9.18962396943491,11.0809923740173,9.70626997499713,23.4829797730636
"costs",10.86186540732,8.84719176926972,11.0749185667752,13.6991602665631,12.9715165511932,11.9225722737858,13.1090174966353,12.1742498329735,12.8982167304111,12.4148768989,13.0593207987174,6.30275470048097,12.6716453866538,8.64125990601536,12.487432133521,9.13695862418963,12.1540858706182,8.43611248149977
"global",5.19480519480521,4.8772980266487,5.66775244299673,6.89059558318144,6.58198614318708,12.7174104253716,8.90982503364737,11.8203472215498,9.74705907700263,8.32896804609745,9.57586357673807,9.97936160909486,10.8889424235124,14.5082205790468,12.2964005630404,7.14432403061638,11.6441242256971,11.0508140108535
"rent",0,5.33100016866252,3.06188925081433,4.51169948898785,3.92609699769054,4.37160983372149,4.22611036339166,5.09619760450052,4.48208138279841,11.8386589837611,6.63168634309866,8.20166156536946,7.92580101180436,12.46160639078,9.37060124673233,19.0029299045647,11.244654270509,11.8401578687716
"economic",5.78512396694215,6.23840445269016,6.77524429967428,7.46481188177987,7.50577367205542,11.7636046434687,9.23283983849258,10.192395209001,9.53176259136601,10.8433734939759,10.1151435650779,7.55522518583295,10.611900746808,10.3240315719236,11.1401568469737,7.29012656185347,10.6921958218445,13.5175135668476
"insurance",10.9799291617474,6.69210659470401,9.90228013029318,3.52732869139049,7.50577367205542,5.96128613689293,7.26783310901747,7.57351588446605,7.37879773499998,9.90047145102149,8.24952630811833,5.41390467861827,8.4317032040472,8.00453549188792,8.80756082847374,13.1222278113362,9.74026741799186,18.2042427232363
"provide",8.26446280991738,6.12497891718672,8.07817589576548,5.82419388578431,7.50577367205542,9.1406387432358,8.34454912516821,10.8294199095636,9.06202480452254,9.42902042954425,9.37181168925811,5.89873196327065,9.50373403999034,9.64182684250135,10.0643474763724,9.28276115542672,10.1312380124313,13.6161815490873
"network",6.02125147579692,6.91895766571093,7.29641693811075,5.82419388578431,7.04387990762125,7.39199480974724,7.42934051144009,7.43195483989656,7.45708736614057,11.6815086432687,8.80338143127823,9.45413205072145,10.0939532642737,12.961889859023,11.2909712447215,8.40794596800432,11.0151715302945,7.15342871238284
"transport",15.8205430932704,16.7869792545118,18.371335504886,15.1757164629591,17.9753656658969,9.93547689482152,15.9353970390309,10.8294199095636,14.5814437999337,7.17653221581982,12.8552689112374,5.00988194140795,12.117562033245,8.14097643777237,11.9143374220792,7.67893331181897,11.4146414854826,4.63739516526887
"customers",5.19480519480521,4.19674481362793,5.27687296416937,8.69527537877657,7.19784449576599,6.04076995205149,7.07940780619111,8.21054058502861,7.41794255057029,8.32896804609745,7.84142253315841,7.43401836466986,8.6966995904601,10.233070941334,9.52141564448017,11.5183999677284,10.0632431264419,9.52146028613713
"students",4.84061393152302,11.1157024793389,9.05537459283389,11.894480470968,10.9314857582756,17.4069555197273,13.5397039030955,16.208739603203,14.3270024987268,8.48611838658986,13.0301705290774,5.3331001311762,12.3584678390749,7.23137013187602,11.9143374220792,5.92930293697412,11.10866449853,0
"state",3.65997638724911,5.21757463315905,5.01628664495114,3.93748319038938,4.81139337952269,8.42528440680865,6.21803499327051,9.76771207529265,7.22221847271881,11.9958093242535,8.71593062235825,4.28264101442937,8.4798843652132,7.9590551765931,8.83772370802333,9.42856368666382,9.11981408333795,11.3468179575727
"ride",1.06257378984652,0,0.586319218241042,5.00388488778651,2.69438029253272,8.82270348260151,4.87213997308208,9.1306873747301,6.06744641339521,6.23363017286539,6.25273283777875,5.37350240489724,6.76945314382077,9.82374810368062,7.82224009652118,17.1074969984828,9.60427764601291,8.28811050814008
"energy",8.50059031877216,12.4768089053804,11.85667752443,15.0936855631593,14.0877598152425,13.3532809466401,14.3741588156124,18.9691799723075,15.697071043687,7.01938187532741,13.6423261915173,4.52505465675557,12.6234642254878,9.05058274366872,12.5377035994369,0,10.5987028536089,0
"green",8.61865407319955,14.2916174734357,12.9641693811075,13.7811911663628,14.1262509622787,14.3865705437016,14.7510094212651,15.9963980363488,15.1490436257029,8.22420115243585,13.5694505174173,6.54516834280716,13.1655022886051,5.73051972714703,12.2561833903076,0,10.3607207526458,0
"app",0,0,0,0,0,0,0,5.45010021592418,1.50707539945623,6.07647983237298,2.81300102025943,8.52487975513772,4.86629727776438,8.09549612247755,5.8515986326161,19.1973332795474,8.30387545146426,11.8894918598915
"making",5.43093270365999,4.3101703491314,5.47231270358305,6.07028658518364,6.08160123171669,7.39199480974724,6.7563930013459,7.92741849588967,7.10478402600795,8.06705081194344,7.5353447019385,6.01993878443374,8.02216333413633,7.64069296952937,8.38528051477982,9.67156790539227,8.7798396533906,8.43611248149977
"residents",9.68122786304606,8.96061730477316,10.4885993485342,6.72653378358187,9.35334872979214,12.3994751647373,10.7402422611036,11.254103043272,10.9214035441114,8.38135149292822,10.4649468007579,5.05028421512898,10.1541797157311,8.82318116719463,10.4263020309672,8.06774006178446,10.2247309806669,0
"president",7.55608028335302,3.96989374262102,6.44951140065147,6.39841018438274,6.81293302540415,11.4456693828344,8.64064602960968,10.5462978204247,9.19903165901854,8.11943425877421,9.10945926249814,5.29269785745517,9.10623946037098,9.32346463543763,9.66217574904485,4.81148353082327,9.00932239360506,6.75875678342375
"idea",4.13223140495869,7.59951087873166,6.64495114006515,7.54684278157967,7.46728252501924,5.24593180046577,6.99865410497982,5.5208807382089,6.6154738313793,6.7574646411734,6.80658796093861,5.69672059466549,7.32353649722957,10.4149922025133,8.41544339432936,9.57436621790086,8.78833901413927,7.15342871238284
"working",1.06257378984652,6.01155338168325,4.03908794788272,7.05465738278097,5.69668976135489,7.86889770069866,6.64872139973083,7.43195483989656,6.88948754037133,5.55264536406496,6.67541174755864,5.41390467861827,7.13081185256564,7.23137013187602,7.5507741805751,8.89395440546123,7.93840293927086,12.0374938332511
"drive",12.987012987013,9.41431944678698,12.5732899022801,8.531213579177,11.431870669746,9.29960637355297,11.1440107671601,7.00727170618822,10.0406451937798,7.2289156626506,9.48841276781809,6.06034105815478,9.6482775234883,6.91300792481229,9.5817414035793,6.51251306192244,9.23880513381951,3.94671928959053
"benefits",6.25737898465173,3.28934052960029,5.34201954397395,5.82419388578431,5.88914549653581,8.26631677649152,6.91790040376848,5.8040028273478,6.63504623916444,5.50026191723415,6.47135986007869,5.3331001311762,6.93808720790172,5.50311815067294,7.00784234868288,5.7348995619914,6.92697901017749,17.2668968919585
"stations",0,0,0,4.10154498998895,1.92455735180909,0,1.34589502018842,10.7586393872789,3.95362637259945,9.63855421686748,5.62600204051885,7.51482291211192,6.88990604673572,17.5099213885048,9.62195857631209,9.23416031168104,9.74876677874058,0
"taxi",0,0,0,0,0,0,0,0,0,0,0,0,0,5.45763783537812,1.20651518198271,27.7996826225345,5.88155763808935,22.1509620128268
"states",8.14639905548996,4.99072356215214,7.3615635179153,5.98825568538384,7.1593533487298,6.91509191879577,7.3485868102288,6.37024700562563,7.10478402600795,9.74332111052907,8.00174901617838,4.76746829908176,8.03420862442784,8.27741738365682,8.53609491252766,5.78350040573708,8.22738120472614,8.43611248149977
"research",5.78512396694215,3.96989374262102,5.47231270358305,4.67576128858738,5.4272517321016,5.80231850657576,5.76043068640645,8.4936626741675,6.53718420023872,6.91461498166578,6.79201282611862,6.82798425885438,7.64875933509994,10.0966299954495,8.61652925799316,5.83210124948276,8.30387545146426,7.94277257030092
"employees",6.4935064935065,4.99072356215214,6.44951140065147,6.56247198398231,6.88991531947652,9.93547689482152,8.18304172274562,4.24683133708375,7.12435643379309,7.43844944997379,7.37501821891853,3.27258417140358,7.07058540110817,6.54916540245375,7.3496883169113,5.44329449951726,7.16496111114061,13.2708436112482
"private",5.43093270365999,5.21757463315905,5.99348534201955,5.16794668738608,5.96612779060818,4.76902890951435,5.78734858681023,6.44102752791035,5.98915678225462,4.87166055526454,5.81547879317883,5.17149103629208,6.34786798361839,8.18645675306719,7.10838528051475,10.9837906865258,7.92990357852219,8.09077454366056
"consumer",7.20188902007086,0,3.97394136807817,4.10154498998895,4.27251732101616,5.00748035499004,4.68371467025572,4.3883923816532,4.6190882372944,5.91932949188057,5.08672205217898,6.58557061652819,6.16718862924593,6.6856063483382,6.62577920772171,5.97790378071985,6.64650010547087,14.6521953626048
"model",1.88902007083825,0,1.04234527687296,3.52732869139049,2.27097767513472,3.73573931245289,2.85329744279946,5.09619760450052,3.48388858575596,7.07176532215819,4.56201719865908,4.64626147791866,5.15538424476031,7.54973233893974,5.9722501508144,9.18555946793536,6.65499946621959,13.9615194869265
"financial",4.48642266824085,4.19674481362793,4.88599348534204,4.10154498998895,4.81139337952269,7.70993007038149,5.97577388963659,6.58258857247984,6.16530845232093,7.5955997904662,6.70456201719865,6.54516834280716,7.49217056131051,6.13984256480039,7.61109993967422,6.12370631195689,7.50493554108796,8.92945239269857
"growing",5.43093270365999,4.76387249114523,5.73289902280132,4.51169948898785,5.50423402617397,3.89470694277003,5.16823687752355,6.37024700562563,5.51941899541111,5.55264536406496,5.65515231015886,5.21189331001311,6.22741508070345,8.32289769895164,7.03800522823246,8.31074428051291,7.40294321210378,9.27479033053773
"mobile",1.65289256198347,0,0.912052117263844,0,0.538876058506542,3.49728786697718,1.56123822341857,7.43195483989656,3.19030246897877,8.80041906757464,4.82436962541901,9.57533887188455,6.84172488556971,9.64182684250135,7.8423486828876,6.56111390566812,7.77691508504585,6.75875678342375
"hertz",0,0,0,0,0,12.7174104253716,4.30686406460295,13.1651771449596,6.77205309366048,18.0722891566265,10.071418160618,9.65614341932661,11.2021199710913,4.63899216007141,10.3760305650513,0,8.77134029264188,0
"space",2.5974025974026,3.96989374262102,3.71335504885994,5.98825568538384,5.00384911470362,0,3.4993270524899,7.07805222847295,4.50165379058355,5.13357778941854,4.78064422095902,5.61591604722343,5.62515056612865,8.05001580718273,6.47496480997387,10.6921856240517,7.343447686863,7.79477059694128
"driving",5.54899645808737,5.33100016866252,6.12377850162865,6.56247198398231,6.6974595842956,6.59715665816148,6.91790040376848,6.65336909476456,6.8699151325862,6.862231534835,7.02521498323859,5.77752514210755,7.528306432185,7.64069296952937,7.97305449426906,5.49189534326295,7.70042083830773,5.67340897878639
"capital",3.65997638724911,3.40276606510373,3.97394136807817,0,2.34795996920708,4.37160983372149,3.12247644683714,7.50273536218129,4.34507452830238,10.1623886851755,6.06325608511877,4.12103191954525,6.23946037099491,7.86809454600346,6.94751658958375,8.60234934298705,7.37744512985773,6.46275283670447
"electric",0,0,0,0,0,7.55096244006436,2.55720053835801,18.5444968385991,6.98734957929706,11.0005238344683,8.26410144293835,9.65614341932661,9.70850397494578,8.59577959072055,10.0040217172733,0,8.45686394494059,0
"bikeshare",0,0,0,3.52732869139049,1.65511932255581,0,1.15746971736205,6.58258857247984,2.66184745877983,7.43844944997379,4.05188747995917,8.04005247048534,5.74560346904359,14.3262993178676,7.96300020108585,9.4771645304095,8.3888690589511,0
"london",3.7780401416765,7.14580873671784,6.18892508143324,4.34763768938828,5.69668976135489,7.4714786249058,6.51413189771198,6.22868596105618,6.45889456909814,8.27658459926663,7.11266579215856,5.09068648885001,7.39580823897855,5.09379531301958,7.29941685099538,6.85271896814225,7.36894576910906,5.87074494326591
"shared",0,3.40276606510373,1.95439739413681,4.01951409018915,3.04080061585835,3.81522312761146,3.4185733512786,8.06897954045916,4.71695027622017,7.07176532215819,5.48025069231891,3.91902055094009,5.69742230787759,8.55029927542573,6.64588779408808,8.8453535617155,7.16496111114061,6.61075481006411
"national",7.67414403778041,6.01155338168325,7.68729641693811,5.24997758718585,7.00538876058507,10.4123797857729,8.42530282637954,7.43195483989656,8.18126645419097,6.54793085385017,7.91429820725841,5.13108876257104,8.07034449530233,8.18645675306719,8.54614920571082,0,7.22445663638139,6.16674888998519
"road",11.3341204250295,11.7962556923596,13.0293159609121,11.3202641723695,13.0100076982294,7.39199480974724,11.6016150740242,7.92741849588967,10.6278174273342,6.7574646411734,9.794490599038,4.48465238303453,9.43146229824135,4.72995279066104,8.91815805348883,4.08247087463793,8.25287928697215,0
"demand",3.42384887839433,3.62961713611064,3.97394136807817,4.26560678958852,4.34949961508852,6.51767284300291,5.24899057873484,6.22868596105618,5.53899140319629,6.65269774751177,5.9758052761988,8.04005247048534,7.33558178752108,6.64012603304338,7.59099135330785,4.51987846834914,7.20745791488405,5.72274296990627
"office",3.7780401416765,6.35182998819363,5.73289902280132,5.41403938678541,5.92763664357199,5.80231850657576,6.11036339165544,6.22868596105618,6.16530845232093,6.70508119434259,6.4567847252587,3.75741145605596,6.45627559624186,7.50425202364492,7.04805952141563,5.44329449951726,6.9099802886801,7.2520966946226
"street",6.84769775678867,4.76387249114523,6.51465798045602,4.92185398798675,6.15858352578906,6.27922139752722,6.43337819650065,10.9002004318483,7.69195625956232,6.07647983237298,7.41874362337852,4.64626147791866,7.51626114189349,10.5514331483977,8.60647496480994,4.90868521831468,8.13388823649059,0
"urban",5.54899645808737,6.01155338168325,6.51465798045602,4.92185398798675,6.15858352578906,7.86889770069866,6.97173620457604,8.98912633016061,7.55494940506629,7.17653221581982,7.62279551085847,5.65631832094446,7.98602746326183,8.68674022131018,8.58636637844357,4.7142818433319,8.08289207199847,0
"tax",2.36127508854782,3.40276606510373,3.25732899022802,9.6796461763739,6.46651270207853,6.04076995205149,6.5679676985195,0,4.77566749957558,6.60031430068099,5.39279988339889,0,4.45675740785352,5.59407878126258,4.9567665393123,5.39469365577154,5.13361389220516,16.67488899852
"experience",5.19480519480521,0,2.86644951140065,3.77342139078982,3.46420323325635,3.41780405181861,3.58008075370121,4.45917290393796,3.83619192588858,5.50026191723415,4.38711558081913,6.30275470048097,5.50469766321366,9.27798432014281,6.64588779408808,7.82473584305606,6.98647453541827,5.22940305870743
"lyft",0,0,0,0,0,0,0,0,0,0,0,0,0,7.50425202364492,1.65895837522622,24.5434260915733,5.69457170161829,11.1001480019733
"traffic",11.0979929161747,9.75459605329736,11.7263843648208,9.02339897797566,11.1624326404927,8.66373585228438,10.7402422611036,8.77678476330644,10.2363692716313,3.82399161864851,8.68678035271825,5.17149103629208,8.72079017104308,7.1858898165812,8.86788658757287,0,7.49643618033929,0
"systems",3.06965761511217,3.06248945859336,3.45276872964169,0,2.04003079291763,5.80231850657576,3.39165545087483,6.51180805019511,4.26678489716179,5.70979570455737,4.76606908613904,5.97953651071271,5.72151288846061,7.14040950128638,6.35431329177557,6.75551728065084,6.55300713723537,4.2920572274297
