"","GSE.2007.X","GSE.2007.Y","GSE.2008.X","GSE.2008.Y","GSE.2009.X","GSE.2009.Y","GSE.2010.X","GSE.2010.Y","GSE.2011.X","GSE.2011.Y","GSE.2012.X","GSE.2012.Y","GSE.2013.X","GSE.2013.Y","GSE.2014.X","GSE.2014.Y","GSE.2015.X","GSE.2015.Y"
"development",27.8462998102467,27.4193548387097,20.6945428773919,28.0652019844082,19.5571955719557,57.2570725707257,25.292766934558,23.0769230769231,24.9664558175197,11.9033927544566,21.9156729795027,20.1309328968903,25.5543059125964,10.9897172236504,22.4770334607389,11.949305974653,21.4371980676329,14.0096618357488
"facebook",16.6508538899431,18.1214421252372,12.8041578077014,17.0092133238838,12.0233702337023,23.1242312423124,13.2950631458094,19.0011481056257,14.2706536323558,26.3944795859689,15.181981139428,24.2225859247136,19.2159383033419,25.706940874036,18.7219204720714,31.2009656004828,19.981884057971,24.5772946859903
"car",12.8557874762808,10.0569259962049,8.90621308764471,11.7647058823529,8.34870848708487,16.7281672816728,9.35706084959816,15.6142365097589,10.4178646731838,21.2765957446809,11.3553113553114,34.3153300600109,16.7577120822622,34.8329048843188,17.6222088111044,31.5027157513579,19.0217391304348,32.1256038647343
"help",18.9278937381404,18.7855787476281,14.103472714387,27.1438695960312,15.0676506765068,18.5731857318573,14.7187141216992,23.3065442020666,16.1778800076672,22.2541690626797,16.1717714909204,21.7130387343153,19.8666452442159,23.2005141388175,19.0035539462214,23.4158117079059,19.4565217391304,20.2898550724638
"mobile",23.2447817836812,23.9089184060721,17.528939286558,20.198440822112,15.790282902829,18.1426814268143,15.1779563719862,16.8771526980482,15.4878282537857,18.2863714778608,15.0728703920193,16.6939443535188,17.9948586118252,25.4498714652956,17.6758532823711,27.1575135787568,18.6352657004831,25.1811594202899
"public",31.3092979127135,21.0626185958254,20.8362863217576,33.9475549255847,20.9255842558426,27.2447724477245,20.7118254879449,11.768082663605,19.2543607437224,11.213341000575,17.1771490920427,18.2760501909438,20.3968508997429,18.2519280205656,18.9297927982297,19.6137598068799,19.0096618357488,20.3502415458937
"collaborativeconomy",0,8.44402277039848,2.10252775809119,0,1.36838868388684,7.87207872078721,2.49138920780712,8.49598163030999,3.49817903009392,9.43070730304773,4.12282752708284,15.6573922531369,6.55526992287918,50.1928020565553,10.708777576611,58.0567290283645,15.4528985507246,53.2004830917874
"international",17.2675521821632,18.6907020872865,13.2530120481928,19.1353649893692,12.7767527675277,98.3394833948339,27.8989667049369,15.4420206659013,25.8673567184205,10.3507763082231,22.4378458421013,10.5837424986361,24.6866966580977,9.38303341902314,21.5851941259304,0,19.4384057971014,12.0772946859903
"local",18.2637571157495,14.1366223908918,12.6151665485471,32.3175053153792,15.2214022140221,24.2312423124231,15.8897818599311,16.0734787600459,15.9478627563734,13.5135135135135,14.8000935234978,24.8772504091653,18.9187017994859,23.2647814910026,18.2190035539462,17.9843089921545,18.2065217391304,23.8526570048309
"systems",22.6755218216319,36.6223908918406,20.4110559886605,15.2374202693125,16.589790897909,55.5965559655596,22.7669345579793,20.9529276693456,22.503354418248,11.4433582518689,19.8503624035539,14.5117294053464,22.5980077120823,12.853470437018,20.2038489908134,8.14725407362704,19.0096618357488,14.6135265700483
"internet",29.4592030360531,28.9373814041746,21.8757382471061,23.3167965981573,19.2958179581796,15.990159901599,17.3938002296211,16.0734787600459,17.2033735863523,18.1713628522139,16.4523419842569,17.4031642116749,19.5212082262211,18.3161953727506,18.2055924361296,21.9674109837055,18.5929951690821,16.0628019323672
"model",14.0417457305503,16.1290322580645,11.0087408457359,12.9695251594614,9.97847478474785,22.6937269372694,11.6877152698048,13.8920780711825,12.075905692927,14.9511213341001,11.8463097186501,27.7141298417894,16.2917737789203,28.2776349614396,16.5493193857708,19.7344598672299,16.8780193236715,24.3357487922705
"industry",22.438330170778,20.7779886148008,16.3477439168439,18.9936215450035,14.760147601476,19.8031980319803,14.7187141216992,19.804822043628,15.5932528272954,11.0408280621047,14.1766035383057,15.9847244953628,16.9665809768638,18.6375321336761,16.1067524978207,24.3210621605311,16.9384057971014,20.9541062801932
"network",28.1783681214421,22.1062618595825,19.5369714150721,19.3479801559178,16.9126691266913,17.0971709717097,15.8208955223881,16.7049368541906,15.9957830170596,13.3985048878666,14.8234743979425,20.1854882705947,18.2519280205656,15.4241645244216,16.8443639777376,15.3289076644538,16.7028985507246,16.6062801932367
"access",19.2125237191651,14.4212523719165,13.1585164186156,15.8752657689582,12.0079950799508,15.2521525215252,11.8140068886338,11.768082663605,11.8267203373586,13.4560092006901,11.4410412282753,20.240043644299,14.7734575835476,20.694087403599,14.490712800912,23.5968617984309,15.4106280193237,23.3695652173913
"airbnb",0,0,0,8.15024805102764,1.76814268142681,0,1.3203214695752,0,1.10216599578302,10.5232892466935,2.32250019484061,28.5324604473541,6.59543701799486,38.1748071979434,9.48836585529405,43.934821967411,12.9408212560386,44.987922705314
"software",27.134724857685,26.1859582542695,20.033073470352,10.1346562721474,15.2367773677737,36.9618696186962,18.2778415614237,14.1791044776119,17.625071880391,7.18803910293272,15.3066791364664,22.9132569558101,19.1516709511568,11.1182519280206,17.1461141286126,9.5956547978274,16.4009661835749,9.60144927536232
"city",13.1404174573055,22.3908918406072,12.1190644932672,23.6002834868887,13.0073800738007,16.2976629766298,12.7554535017222,8.15154994259472,12.0088173279663,16.6187464059804,12.017769464578,18.1669394435352,15.0626606683805,17.6735218508997,14.4169516529203,22.9330114665057,15.2777777777778,19.8067632850242
"green",13.5673624288425,29.696394686907,14.1507205291755,76.1871013465627,25.7380073800738,14.760147601476,21.9747416762342,12.6291618828932,20.4523672608779,15.7561817136285,18.7670485542826,9.71085651936716,20.7744215938303,7.00514138817481,18.0714812579628,0,16.274154589372,7.54830917874396
"group",23.0550284629981,21.9165085388994,16.9383416017009,22.3954642097803,15.8825338253383,18.7576875768758,15.361653272101,13.8346727898967,15.1332183247077,11.6733755031627,13.8882394201543,15.0572831423895,16.5327763496144,17.159383033419,15.5904244618789,14.9668074834037,15.5374396135266,13.6473429951691
"energy",25.0474383301708,19.2599620493359,17.2690763052209,32.1048901488306,18.2041820418204,22.8167281672817,17.8530424799082,14.7531572904707,17.3663024726855,11.6158711903393,15.6963603772114,17.075831969449,18.693766066838,8.86889460154242,16.5292027090458,7.66445383222692,15.6521739130435,11.7149758454106
"experience",18.168880455408,15.8444022770398,12.9931490668556,15.6626506024096,11.8542435424354,15.990159901599,11.8369690011481,12.9735935706085,12.0471535365152,12.075905692927,11.4332476034604,12.0567375886525,13.560411311054,20.1799485861183,13.4245289344867,21.7863608931804,14.2693236714976,13.768115942029
"food",14.8007590132827,11.5749525616698,10.2527758091188,22.6080793763288,11.5774907749077,24.7232472324723,13.2606199770379,9.5292766934558,12.6605328732988,11.8458884416331,11.9008650923545,17.7304964539007,14.8778920308483,15.8740359897172,14.0749681485952,15.0271575135788,14.1787439613527,13.8285024154589
"privacy",15.2751423149905,15.3700189753321,11.433971178833,11.3394755492558,9.90159901599016,14.2681426814268,10.0574052812859,11.2514351320321,10.2741038911252,14.2035652673951,10.279791130855,13.4751773049645,12.5803341902314,20.1156812339332,12.5997451887615,16.8980084490042,13.0374396135266,23.3091787439614
"businesses",7.44781783681214,0,3.70895346090242,13.0403968816442,5.24292742927429,8.54858548585486,5.51090700344432,14.9253731343284,7.09219858156028,16.6762507188039,8.02743355934846,17.6759410801964,10.8772493573265,20.5012853470437,11.2184000536445,26.9764634882317,12.8019323671498,25.1207729468599
"uber",0,0,0,0,0,0,0,0,0,0,0,0,0,14.3316195372751,1.49533963655871,52.6252263126132,6.61231884057971,86.8357487922705
"growth",10.4838709677419,12.1442125237192,8.24474368060476,17.2927002126152,9.11746617466174,13.4686346863469,9.32261768082664,14.0642939150402,10.1303431090665,12.2484186313974,9.8979035149248,13.8570649208947,12.2429305912596,16.6452442159383,11.9560115335613,18.8292094146047,12.6509661835749,20.4710144927536
"law",16.7931688804554,34.7248576850095,17.0092133238838,29.9787384833452,17.5738007380074,19.5571955719557,16.7738231917336,9.29965556831228,15.5549166187464,11.1558366877516,14.1610162886759,7.2013093289689,15.6571336760925,10.2827763496144,14.1420237376785,8.26795413397707,13.5628019323672,10.6884057971014
"conference",8.11195445920304,14.1366223908918,7.55965036617057,10.4181431608788,7.18019680196802,88.0073800738007,21.7910447761194,0,18.1905309564884,7.13053479010926,15.7587093757306,0,16.2435732647815,8.3547557840617,14.4303627707369,8.20760410380205,13.8164251207729,7.2463768115942
"customer",6.54648956356736,16.6982922201139,7.41790692180488,9.56768249468462,6.90344403444034,12.7306273062731,7.53157290470723,16.6475315729047,9.06651332183248,13.9160437032777,9.25882628010287,14.4026186579378,11.6645244215938,16.7737789203085,11.4866224099779,22.6312613156307,12.6086956521739,18.9009661835749
"university",21.4421252371917,16.6982922201139,14.8358138436097,11.3394755492558,12.1156211562116,38.2533825338253,16.1882893226177,9.47187141216992,15.0948821161587,8.51063829787234,13.4284155560751,8.78341516639389,15.1349614395887,8.80462724935733,13.5519345537451,8.08690404345202,13.0132850241546,12.8623188405797
"financial",19.876660341556,18.3111954459203,14.4578313253012,17.9305457122608,13.2995079950799,11.6851168511685,12.1125143513203,12.5143513203215,12.2004983707111,8.16561242093157,11.0279791130855,12.9841789416258,13.2792416452442,12.5964010282776,12.3985784215114,13.2166566083283,12.487922705314,16.3647342995169
"jobs",10.8159392789374,11.3851992409867,8.22111977321049,16.0878809355067,8.84071340713407,18.8806888068881,10.1262916188289,10.2181400688863,10.1590952654783,10.1207590569293,9.63292027121814,11.2384069830878,11.5841902313625,14.0745501285347,11.1379333467445,13.8201569100785,11.4130434782609,23.9130434782609
"used",14.0891840607211,10.7210626185958,9.68580203165605,11.6938341601701,8.84071340713407,10.3321033210332,8.53042479908151,13.6050516647532,9.39237109449875,9.66072455434158,8.94708128750682,19.7490452809602,12.1304627249357,15.0385604113111,11.6944947361362,17.0187085093543,12.2342995169082,15.5193236714976
"science",14.8956356736243,8.82352941176471,9.6149303094732,9.14245216158753,8.24108241082411,41.389913899139,13.8805970149254,12.0551090700344,13.5997699827487,8.45313398504888,12.2048164601356,12.7659574468085,14.4601542416452,11.2467866323907,13.2434788439616,7.06095353047677,12.6328502415459,11.5338164251208
"consumer",7.77988614800759,12.4288425047438,6.96905268131348,14.1743444365698,7.61070110701107,9.40959409594096,7.43972445464983,11.2514351320321,8.08894000383363,7.47556066705003,7.59099056971398,17.4031642116749,10.3872107969152,18.7660668380463,10.628310869711,20.8811104405552,11.6606280193237,19.4444444444444
"collaborative",5.1707779886148,9.67741935483871,4.98464446019371,0,3.24415744157442,11.2546125461255,4.52353616532721,17.8530424799082,6.75675675675676,17.1937895342151,7.82479931416103,20.6219312602291,11.1021850899743,17.6092544987147,11.1044055522028,19.3120096560048,11.9323671497585,16.304347826087
"society",14.6110056925996,9.4876660341556,9.63855421686747,12.9695251594614,9.08671586715867,31.6113161131611,12.6865671641791,10.2755453501722,12.3059229442208,9.31569867740081,11.2695814823474,13.202400436443,13.560411311054,9.57583547557841,12.3181117146114,11.949305974653,12.2886473429952,9.05797101449275
"space",3.93738140417457,8.72865275142315,4.13418379399952,10.1346562721474,4.88929889298893,14.8831488314883,6.42939150401837,9.87370838117107,7.01552616446233,16.6187464059804,7.95729093601434,15.9301691216585,10.5478791773779,18.573264781491,10.7423053711527,18.3464091732046,11.5096618357488,14.6135265700483
"capital",13.7096774193548,27.7039848197343,13.7254901960784,21.1906449326719,13.530135301353,8.67158671586716,11.7221584385763,7.57749712973594,11.0504121142419,8.39562967222542,10.1239186345569,11.0201854882706,12.0581619537275,14.5886889460154,11.5872057936029,13.6391068195534,11.7995169082126,11.4734299516908
"culture",12.4288425047438,15.6546489563567,10.0874084573588,14.1743444365698,9.64022140221402,13.4686346863469,9.71297359357061,13.3754305396096,10.3411922560859,11.2708453133985,9.9368716389993,12.493180578287,12.0822622107969,14.4601542416452,11.5939113525112,13.1563065781533,11.7572463768116,11.7149758454106
"sustainable",7.1157495256167,11.2903225806452,6.35483108906214,16.5839829907867,7.73370233702337,23.370233702337,10.1377726750861,16.2456946039036,11.1750047920261,11.5583668775158,10.6538851219702,14.0207310420076,13.0462724935733,8.93316195372751,11.8219003553946,11.828605914303,11.8297101449275,10.8695652173913
"tech",11.7172675521822,11.4800759013283,8.69359792109616,10.4890148830617,7.93357933579336,0,5.92422502870264,8.43857634902411,6.35422656699252,9.48821161587119,6.45312134673837,13.3115111838516,8.61182519280206,15.4884318766067,8.80439884664386,18.2860591430296,9.7584541062802,31.3405797101449
"customers",0,10.7210626185958,2.66950153555398,10.9142452161588,4.10516605166052,7.81057810578106,4.52353616532721,14.2939150401837,6.16254552424766,10.580793559517,6.44532772192347,15.2755046372068,8.89299485861183,17.3521850899743,9.23355461677731,21.4242607121304,10.4589371980676,23.0676328502415
"books",14.326375711575,13.2827324478178,10.4417670682731,13.9617292700213,9.82472324723247,14.0836408364084,9.96555683122847,25.6027554535017,12.5934445083381,9.60322024151811,11.542358350869,10.3109656301146,13.4158097686375,12.5321336760925,12.5058673640448,7.1816535908268,11.9806763285024,7.60869565217391
"ideas",8.30170777988615,10.1518026565465,6.66194188518781,15.946137491141,7.79520295202952,10.4551045510455,7.77267508610792,14.7531572904707,8.95150469618556,13.5135135135135,9.11074740861975,19.4762684124386,12.2589974293059,13.4961439588689,11.6408502648696,10.0181050090525,11.4855072463768,10.8695652173913
"personal",13.2827324478178,13.472485768501,9.96928892038744,10.0637845499646,8.67158671586716,13.1611316113161,8.93226176808266,14.7531572904707,9.91949396204715,10.4082806210466,9.47704777492011,14.620840152755,11.9215938303342,11.0539845758355,11.1044055522028,12.6735063367532,11.268115942029,11.5942028985507
"recent",14.3738140417457,15.9392789373814,11.1268603827073,14.8830616583983,10.470479704797,10.9471094710947,9.86222732491389,12.2273249138921,10.2741038911252,10.1782633697527,9.73423739381187,10.2564102564103,11.5440231362468,11.6323907455013,10.849594313686,12.9752564876282,11.0688405797101,12.2584541062802
"government",19.8292220113852,14.0417457305503,13.3711315851642,17.9305457122608,12.5922509225092,12.3616236162362,11.7106773823192,9.5292766934558,11.3666858347709,7.87809085681426,10.3109656301146,10.2018548827059,12.1304627249357,6.87660668380463,10.8428887547777,9.71635485817743,10.7367149758454,14.5531400966184
"corporate",22.6755218216319,17.3624288425047,15.6154027876211,14.5287030474841,13.3148831488315,11.9311193111931,12.1699196326062,8.26636050516647,11.5391987732413,8.39562967222542,10.5213935001169,11.620294599018,12.556233933162,9.51156812339332,11.4732112921612,7.78515389257695,11.1111111111111,10.8091787439614
"communities",10.7210626185958,8.15939278937381,7.3706591070163,24.7342310418143,10.1629766297663,12.4846248462485,9.91963260619977,10.2755453501722,9.99616637914509,8.5681426106958,9.29000077936249,18.8216039279869,12.3473650385604,9.70437017994859,11.3189834372695,10.1388050694025,11.207729468599,9.72222222222222
"users",13.3776091081594,9.29791271347249,8.97708480982756,0,5.84255842558426,8.24108241082411,5.90126291618829,11.7106773823192,6.88134943454093,9.66072455434158,6.90515158600264,24.2225859247136,10.6844473007712,14.974293059126,10.4807885737276,13.8805069402535,10.8272946859903,13.2246376811594
"health",17.3624288425047,12.3339658444023,11.7174580675644,14.3869596031184,10.7472324723247,14.5756457564576,10.7462686567164,9.81630309988519,10.6095457159287,9.0281771132835,9.85114176603538,8.34697217675941,11.3833547557841,9.83290488431876,10.527727486086,11.2251056125528,10.6038647342995,14.975845410628
"platform",12.1916508538899,7.68500948766603,7.98488069926767,10.7725017717931,7.53382533825338,0,5.62571756601607,9.87370838117107,6.34464251485527,7.59056929269695,6.18813810303173,17.1303873431533,8.90102827763496,15.8097686375321,9.0793267618856,17.0187085093543,9.8792270531401,20.1690821256039
"learn",11.7647058823529,10.0569259962049,8.36286321757619,12.7569099929128,8.21033210332103,9.65559655596556,7.93340987370838,13.5476463834673,8.88441633122484,13.8585393904543,9.10295378380485,10.0927441352973,10.8692159383033,14.0745501285347,10.5411386039026,12.7942063971032,10.7729468599034,10.9299516908213
"working",10.8159392789374,12.0493358633776,8.38648712497046,10.7016300496102,7.77982779827798,12.4231242312423,8.12858783008037,10.5051664753157,8.53939045428407,11.9033927544566,8.55740004676175,13.9661756683033,10.8772493573265,10.6041131105398,10.1857439817609,10.7423053711527,10.2475845410628,12.5
"trust",0,0,0,11.1268603827073,2.41389913899139,0,1.80252583237658,10.2181400688863,3.21065746597661,16.561242093157,4.85542825968358,23.7861429350791,8.50739074550128,11.8251928020566,8.33500972306042,19.6137598068799,9.46859903381643,16.4251207729469
"goods",5.74003795066414,0,2.85849279470824,0,1.86039360393604,0,1.38920780711825,9.2422502870264,2.7027027027027,10.6958021851639,3.64741641337386,18.7124931805783,6.5151028277635,19.280205655527,7.44987594716019,25.0452625226313,9.21497584541063,18.1159420289855
"team",8.20683111954459,12.9981024667932,7.32341129222773,9.99291282778172,6.93419434194342,12.4231242312423,7.49712973593571,10.3329506314581,7.98351543032393,9.0281771132835,7.71568856675241,12.9296235679214,9.85700514138817,15.745501285347,9.87058271306914,11.4665057332529,10.036231884058,8.51449275362319
"building",10.5313092979127,9.67741935483871,7.6541459957477,15.8752657689582,8.42558425584256,13.4686346863469,8.80597014925373,10.2181400688863,9.05692926969523,8.22311673375503,8.47946379861275,13.0932896890344,10.6683804627249,10.025706940874,9.95104941996915,9.65600482800241,9.92753623188406,9.11835748792271
"job",13.1404174573055,11.2903225806452,9.35506732813607,11.1977321048902,8.51783517835178,10.5781057810578,8.33524684270953,12.5143513203215,9.04734521755798,7.18803910293272,8.3313849271296,7.36497545008183,9.67223650385604,9.83290488431876,9.0994434386106,12.5528062764031,9.45048309178744,12.56038647343
"cities",0,8.15939278937381,2.03165603590834,13.7491141034727,4.3050430504305,8.36408364083641,4.77611940298507,6.8886337543054,5.13705194556258,6.90051753881541,5.11261787857532,11.620294599018,6.9810411311054,15.1028277634961,7.40293703480186,22.0881110440555,8.8768115942029,18.2367149758454
"state",11.6223908918406,9.20303605313093,8.07937632884479,23.8128986534373,10.4243542435424,11.869618696187,10,8.43857634902411,9.75656507571402,7.13053479010926,8.90031953861742,7.85597381342062,10.3309768637532,7.39074550128535,9.39448803057736,10.8026554013277,9.54106280193237,10.2657004830918
"impact",11.9070208728653,10.8159392789374,8.62272619891331,10.347271438696,7.85670356703567,9.34809348093481,7.61194029850746,11.1366245694604,8.21353268161778,8.51063829787234,7.83259293897591,10.3655210038189,9.59993573264781,11.6966580976864,9.23355461677731,10.0784550392275,9.32367149758454,10.9299516908213
"markets",12.2865275142315,11.8595825426945,9.07158043940468,9.92204110559887,8.05658056580566,0,6.01607347876005,10.390355912744,6.75675675675676,9.83323749281196,6.82721533785364,11.2929623567921,8.70019280205656,12.7249357326478,8.58982096157714,11.949305974653,8.93115942028986,14.7342995169082
"user",14.1840607210626,13.8519924098672,10.5126387904559,10.1346562721474,9.04059040590406,11.8081180811808,8.95522388059701,11.2514351320321,9.35403488594979,5.75043128234618,8.38594030083391,11.620294599018,10.3550771208226,9.12596401028278,9.5956547978274,8.14725407362704,9.45652173913044,8.27294685990338
"travel",11.3377609108159,0,5.64611386723365,14.8830616583983,6.90344403444034,0,5.15499425947187,7.29047072330654,5.52041403105233,7.24554341575618,5.4711246200608,12.8205128205128,7.52731362467866,14.5886889460154,7.80527056930194,15.0271575135788,8.53260869565218,17.3309178743961
"finance",13.5199240986717,10.4364326375712,9.3314434207418,10.7016300496102,8.39483394833948,10.0861008610086,8.15154994259472,9.29965556831228,8.35729346367643,7.70557791834388,7.84038656379081,8.18330605564648,9.2866323907455,12.2107969151671,9.02568229061893,8.93180446590223,9.02173913043478,12.43961352657
"climate",4.55407969639469,16.6982922201139,6.42570281124499,21.119773210489,8.76383763837638,17.0356703567036,9.72445464982778,9.47187141216992,9.69906076289056,8.68315123634273,9.06398565973034,7.80141843971631,10.4916452442159,6.94087403598972,9.48166029638571,7.00060350030175,9.23913043478261,9.35990338164251
"consumers",0,0,0,7.86676116229625,1.70664206642066,0,1.2743972445465,9.75889781859931,2.69311865056545,9.08568142610696,3.42140129374171,13.8570649208947,5.56715938303342,19.2159383033419,6.65191443706834,22.2691611345806,8.21859903381642,19.2632850241546
