"","GSC.2011.X","GSC.2011.Y","GSC.2010.X","GSC.2010.Y","GSC.2009.X","GSC.2009.Y","GSC.2008.X","GSC.2008.Y","GSC.2007.X","GSC.2007.Y","GSC.2012.X","GSC.2012.Y","GSC.2013.X","GSC.2013.Y","GSC.2014.X","GSC.2014.Y","GSC.2015.X","GSC.2015.Y","GSE.2007.X","GSE.2007.Y","GSE.2008.X","GSE.2008.Y","GSE.2009.X","GSE.2009.Y","GSE.2010.X","GSE.2010.Y","GSE.2011.X","GSE.2011.Y","GSE.2012.X","GSE.2012.Y","GSE.2013.X","GSE.2013.Y","GSE.2014.X","GSE.2014.Y","GSE.2015.X","GSE.2015.Y","LN.2007.X","LN.2007.Y","LN.2008.X","LN.2008.Y","LN.2009.X","LN.2009.Y","LN.2010.X","LN.2010.Y","LN.2011.X","LN.2011.Y","LN.2012.X","LN.2012.Y","LN.2013.X","LN.2013.Y","LN.2014.X","LN.2014.Y","LN.2015.X","LN.2015.Y"
"services",0,0,0,0,0,0,0,0,0,0,4.53720508166969,3.81125226860254,5.62613430127042,15.7214156079855,22.4323713359958,30.6759098786828,23.7491986323326,37.6963350785339,30.0284629981025,30.550284629981,22.5608315615403,29.2700212615167,21.0332103321033,25.1537515375154,20.4018369690011,25.8323765786452,21.3436841096416,27.027027027027,21.0194061257891,38.5160938352428,27.3377249357326,47.879177377892,27.8146583517736,82.0760410380205,33.2608695652174,62.3792270531401,13.2231404958678,8.96061730477316,12.442996742671,10.9101096733706,12.4711316397229,12.4789589798958,12.9475100942126,16.7749837814808,14.0529887897347,13.3053954950236,14.1670310450372,12.8479230432881,15.5384244760299,21.3302678732695,17.6855017092298,34.9440066531509,21.061415935239,43.8085841144548
"companies",0,0,0,0,0,0,0,0,0,0,0,8.34845735027223,8.34845735027223,19.9296733212341,29.093512169392,26.3431542461005,24.4824500480821,35.4712041884817,20.8728652751423,20.5882352941176,15.5209071580439,24.3798724309001,15.3905289052891,19.9876998769988,15.2238805970149,21.4121699196326,16.2833045811769,24.3818286371478,16.5458654820357,37.9159847244954,22.6381748071979,49.2287917737789,24.0327231274727,68.9197344598672,28.5386473429952,74.0942028985507,21.4876033057852,16.7869792545118,21.4983713355049,13.0429130681649,18.8221709006928,16.3736659226659,18.7079407806191,15.6424954249252,17.9283255311936,14.510214772132,17.3881358402565,12.1206821163096,17.9836184052035,27.4246301227751,21.0737985119646,33.1457754345604,23.6112241598442,41.4405525407005
"consumption",0,0,0,0,0,0,0,0,0,0,0,13.7931034482759,13.7931034482759,25.7259528130672,39.1831813729184,24.6967071057193,27.9042899882466,32.1007853403142,6.21442125237192,7.40037950664137,4.93739664540516,0,3.21340713407134,0,2.39954075774971,8.7256027554535,3.45984282154496,7.13053479010926,3.77990803522719,9.21985815602837,5.25385604113111,9.19023136246787,5.34433044994301,7.12130356065178,5.52536231884058,10.7487922705314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"users",0,0,0,0,0,0,0,0,0,0,1.81488203266788,20.508166969147,21.2341197822141,19.9296733212341,36.0485268630849,41.7677642980935,34.6257612992841,26.7015706806283,13.3776091081594,9.29791271347249,8.97708480982756,0,5.84255842558426,8.24108241082411,5.90126291618829,11.7106773823192,6.88134943454093,9.66072455434158,6.90515158600264,24.2225859247136,10.6844473007712,14.974293059126,10.4807885737276,13.8805069402535,10.8272946859903,13.2246376811594,6.72963400236128,5.89812784617981,7.10097719869707,6.64450288378207,7.3133179368745,6.91509191879577,7.45625841184387,12.6697134889665,8.92501795002651,13.200628601362,10.3191954525579,12.645911674683,12.2982413876174,14.2353386872779,13.4124271063744,19.100131592056,14.6783960129773,14.4055254070054
"service",0,0,0,0,0,0,0,0,0,0,5.8983666061706,5.80762250453721,8.16696914700545,13.1011796733212,20.5711702207822,23.5701906412479,19.6348434661823,38.5471204188482,23.5768500948767,28.9373814041746,18.946373730215,22.8915662650602,17.2970479704797,23.8622386223862,17.3708381171068,23.3639494833525,18.4013801035078,24.6118458884416,18.2994310653885,27.8777959629024,22.9675449871465,31.8766066838046,22.4971501374639,45.9263729631865,24.8550724637681,45.6521739130435,26.4462809917356,19.6226176420982,25.8631921824104,17.5546125571527,23.518090839107,22.0965006140831,23.9300134589502,23.2160113093912,23.8196202745225,20.1676270298586,23.3493659816353,17.9790118058592,24.6567092266923,26.4695435015839,26.4327367786044,38.1030614966207,29.0083182352585,31.4750863344845
"consumers",0,0,0,0,0,0,0,0,0,0,0,17.4228675136116,17.4228675136116,16.8330308529946,30.1710496571472,14.9913344887348,19.5941072764184,37.336387434555,0,0,0,7.86676116229625,1.70664206642066,0,1.2743972445465,9.75889781859931,2.69311865056545,9.08568142610696,3.42140129374171,13.8570649208947,5.56715938303342,19.2159383033419,6.65191443706834,22.2691611345806,8.21859903381642,19.2632850241546,6.84769775678867,6.57868105920054,7.55700325732898,5.33200848698561,6.96689761354888,6.83560810363721,7.18707940780618,10.192395209001,8.04425959969493,7.17653221581982,7.9871738813584,8.28246611281153,9.07010358949649,7.32233076246565,9.18962396943491,11.0809923740173,9.70626997499713,23.4829797730636
"goods",0,0,0,0,0,0,0,0,0,0,1.36116152450091,12.7041742286751,13.2486388384755,25.7259528130672,38.8893075126215,53.8128249566725,41.4694411796131,18.0955497382199,5.74003795066414,0,2.85849279470824,0,1.86039360393604,0,1.38920780711825,9.2422502870264,2.7027027027027,10.6958021851639,3.64741641337386,18.7124931805783,6.5151028277635,19.280205655527,7.44987594716019,25.0452625226313,9.21497584541063,18.1159420289855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"online",0,0,0,0,0,0,0,0,0,0,0,18.1488203266788,18.1488203266788,27.9491833030853,44.2769949513978,28.7694974003467,31.9371727748691,24.901832460733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"airbnb",0,0,0,0,0,0,0,0,0,0,0,9.61887477313975,9.61887477313975,24.7731397459165,35.754653002788,31.4558058925477,29.6559461480928,25.8835078534031,0,0,0,8.15024805102764,1.76814268142681,0,1.3203214695752,0,1.10216599578302,10.5232892466935,2.32250019484061,28.5324604473541,6.59543701799486,38.1748071979434,9.48836585529405,43.934821967411,12.9408212560386,44.987922705314,0,0,0,0,0,0,0,0,0,0,0,7.95924792304327,2.37292218742471,18.1466458026323,5.99235873718078,37.6656539029095,11.6526235864458,34.4844597927972
"model",0,0,0,0,0,0,0,0,0,0,5.8983666061706,7.62250453720508,9.98185117967333,15.9596188747731,25.0772360786678,31.109185441941,25.0527567047762,26.2434554973823,14.0417457305503,16.1290322580645,11.0087408457359,12.9695251594614,9.97847478474785,22.6937269372694,11.6877152698048,13.8920780711825,12.075905692927,14.9511213341001,11.8463097186501,27.7141298417894,16.2917737789203,28.2776349614396,16.5493193857708,19.7344598672299,16.8780193236715,24.3357487922705,1.88902007083825,0,1.04234527687296,3.52732869139049,2.27097767513472,3.73573931245289,2.85329744279946,5.09619760450052,3.48388858575596,7.07176532215819,4.56201719865908,4.64626147791866,5.15538424476031,7.54973233893974,5.9722501508144,9.18555946793536,6.65499946621959,13.9615194869265
"platform",0,0,0,0,0,0,0,0,0,0,0,6.35208711433757,6.35208711433757,10.5603448275862,16.4569361766257,39.6013864818025,25.4601186024147,25.850785340314,12.1916508538899,7.68500948766603,7.98488069926767,10.7725017717931,7.53382533825338,0,5.62571756601607,9.87370838117107,6.34464251485527,7.59056929269695,6.18813810303173,17.1303873431533,8.90102827763496,15.8097686375321,9.0793267618856,17.0187085093543,9.8792270531401,20.1690821256039,0,0,0,0,0,0,0,0,0,4.66212676794135,1.29718699897974,5.3331001311762,2.66200915442062,0,2.22199879348482,9.52576537415518,3.54423343220123,10.9028120374938
"economic",0,0,0,0,0,0,0,0,0,0,1.81488203266788,19.7822141560799,20.508166969147,13.1805807622505,27.3302690076106,32.7556325823223,26.7636766748584,21.0732984293193,29.9335863377609,23.1499051233397,20.6709189699976,30.3330970942594,20.0338253382534,22.140221402214,19.0929965556831,26.4638346727899,20.3565267395055,17.9413456009201,18.9852700490998,26.8412438625205,23.5218508997429,22.7506426735218,22.0076443371555,25.4073627036814,22.3611111111111,27.1739130434783,5.78512396694215,6.23840445269016,6.77524429967428,7.46481188177987,7.50577367205542,11.7636046434687,9.23283983849258,10.192395209001,9.53176259136601,10.8433734939759,10.1151435650779,7.55522518583295,10.611900746808,10.3240315719236,11.1401568469737,7.29012656185347,10.6921958218445,13.5175135668476
"car",0,0,0,0,0,0,0,0,0,0,1.36116152450091,5.80762250453721,6.35208711433757,12.1483666061706,18.4160952452716,18.9774696707106,16.5796292338925,28.8939790575917,12.8557874762808,10.0569259962049,8.90621308764471,11.7647058823529,8.34870848708487,16.7281672816728,9.35706084959816,15.6142365097589,10.4178646731838,21.2765957446809,11.3553113553114,34.3153300600109,16.7577120822622,34.8329048843188,17.6222088111044,31.5027157513579,19.0217391304348,32.1256038647343,100,78.036768426379,100,87.1988464871648,100,88.783421532125,100,87.5555060662101,96.922563352042,100,100,58.2196764320069,100,74.7696383446806,100,46.8026125270992,92.7195264073939,21.657622101628
"law",0,0,0,0,0,0,0,0,0,0,9.07441016333938,5.26315789473684,8.8929219600726,55.3425589836661,73.0766332604927,0,30.3891975638424,16.4594240837696,16.7931688804554,34.7248576850095,17.0092133238838,29.9787384833452,17.5738007380074,19.5571955719557,16.7738231917336,9.29965556831228,15.5549166187464,11.1558366877516,14.1610162886759,7.2013093289689,15.6571336760925,10.2827763496144,14.1420237376785,8.26795413397707,13.5628019323672,10.6884057971014,1.88902007083825,0,1.04234527687296,3.28123599199116,2.15550423402617,0,1.50740242261103,0,1.09605483596817,0,0.816207549919835,3.23218189768255,1.63815947964346,0,1.36738387291373,7.24152571810775,2.42231781337494,9.22545633941785
"data",0,0,0,0,0,0,0,0,0,0,1.36116152450091,7.07803992740472,7.62250453720508,20.8824863883848,29.8771757968503,29.376083188908,26.2341062079281,19.7316753926702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"value",0,0,0,0,0,0,0,0,0,0,2.26860254083485,4.53720508166969,5.44464609800364,17.9446460980036,25.0772360786678,25.0433275563258,22.2012234213056,21.8259162303665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
