"","x.before","x.after"
"business",3.47888888888889,4.1425
"social",2.91138888888889,3.905
"people",2.165,3.465
"sharing",1.60805555555556,4.0925
"sharingeconomy",1.11083333333333,4.1275
"economy",1.36666666666667,2.085
"services",1.15222222222222,3.4
"share",1.31583333333333,2.3775
"world",1.44027777777778,1.29
"technology",1.32972222222222,1.47
"companies",0.995555555555556,2.855
"community",1.34,1.1125
"work",1.14305555555556,1.49
"research",1.20333333333333,1.21
"design",1.37416666666667,0.435
"collaborativeconsumption",1.0425,1.5925
"marketing",1.1,1.6725
"service",0.931944444444444,1.9025
"company",0.868611111111111,1.4675
"global",0.97,0.895
"economic",0.911666666666667,1.0525
"innovation",0.972222222222222,0.7425
"digital",0.838055555555556,1.4575
"money",0.829444444444444,1
"development",0.931111111111111,0.495
"facebook",0.775555555555556,1.2925
"car",0.73,1.305
"help",0.787222222222222,0.97
"mobile",0.732222222222222,1.125
"public",0.784166666666667,0.8125
"collaborativeconomy",0.443611111111111,2.405
"international",0.894166666666667,0
"local",0.754722222222222,0.745
"systems",0.836944444444444,0.3375
"internet",0.754166666666667,0.91
"model",0.685555555555556,0.8175
"industry",0.667222222222222,1.0075
"network",0.697777777777778,0.635
"access",0.600277777777778,0.9775
"airbnb",0.393055555555556,1.82
"software",0.710277777777778,0.3975
"city",0.597222222222222,0.95
"green",0.748611111111111,0
"group",0.645833333333333,0.62
"energy",0.684722222222222,0.3175
"experience",0.556111111111111,0.9025
"food",0.583055555555556,0.6225
"privacy",0.521944444444444,0.7
"businesses",0.464722222222222,1.1175
"uber",0.0619444444444444,2.18
"growth",0.495277777777778,0.78
"law",0.585833333333333,0.3425
"conference",0.597777777777778,0.34
"customer",0.475833333333333,0.9375
"university",0.561388888888889,0.335
"financial",0.513611111111111,0.5475
"jobs",0.461388888888889,0.5725
"used",0.484444444444444,0.705
"science",0.548611111111111,0.2925
"consumer",0.440277777777778,0.865
"collaborative",0.46,0.8
"society",0.510277777777778,0.495
"space",0.445,0.76
"capital",0.48,0.565
"culture",0.480277777777778,0.545
"sustainable",0.489722222222222,0.49
"tech",0.364722222222222,0.7575
"customers",0.3825,0.8875
"books",0.518055555555556,0.2975
"ideas",0.482222222222222,0.415
"personal",0.46,0.525
"recent",0.449444444444444,0.5375
"government",0.449166666666667,0.4025
"corporate",0.475277777777778,0.3225
"communities",0.468888888888889,0.42
"users",0.434166666666667,0.575
"health",0.436111111111111,0.465
"platform",0.376111111111111,0.705
"learn",0.436666666666667,0.53
"working",0.421944444444444,0.445
"trust",0.345277777777778,0.8125
"goods",0.308611111111111,1.0375
"team",0.408888888888889,0.475
"building",0.412222222222222,0.4
"job",0.376944444444444,0.52
"cities",0.306666666666667,0.915
"state",0.389166666666667,0.4475
"impact",0.3825,0.4175
"markets",0.355833333333333,0.495
"user",0.3975,0.3375
"travel",0.323333333333333,0.6225
"finance",0.373888888888889,0.37
"climate",0.392777777777778,0.29
"consumers",0.275555555555556,0.9225
"startups",0.244166666666667,0.955
"learning",0.456111111111111,0
"environment",0.377222222222222,0.3025
"members",0.3575,0.34
"cost",0.318333333333333,0.4325
"provide",0.31,0.4875
"collaboration",0.32,0.525
"sustainability",0.343333333333333,0.315
"trends",0.320833333333333,0.38
"startup",0.269444444444444,0.55
"sales",0.315,0.4675
"security",0.304166666666667,0.2975
"cars",0.2425,0.7225
"peertopeer",0.231944444444444,0.6875
"private",0.296944444444444,0.3725
"enterprise",0.34,0.3975
"shared",0.255833333333333,0.6325
"economics",0.304722222222222,0.3525
"platforms",0.174166666666667,0.75
"brand",0.251944444444444,0.6125
"app",0.21,0.7125
"states",0.294444444444444,0.295
"demand",0.210555555555556,0.7825
"national",0.321111111111111,0
"production",0.363611111111111,0
"ownership",0.264722222222222,0.52
"together",0.289166666666667,0.35
"rise",0.254166666666667,0.4225
"legal",0.270277777777778,0.2925
"benefits",0.212222222222222,0.4675
"music",0.339722222222222,0
"ondemand",0,1.14
"advertising",0.3,0.33
"technologies",0.242222222222222,0.4675
"opportunities",0.228055555555556,0.5075
"billion",0.2025,0.5225
"workers",0.0997222222222222,0.6725
"drivers",0.0763888888888889,0.8775
"rent",0.192777777777778,0.5625
"member",0.311944444444444,0
"traditional",0.175833333333333,0.5325
"environmental",0.303888888888889,0
"consumption",0.221388888888889,0.295
"costs",0.207222222222222,0.3325
"politics",0.225277777777778,0
"american",0.2425,0
