"","x.before","x.after"
"car",2.47510822510823,1.441
"people",1.02128427128427,0.858
"city",1.00108225108225,0.779
"sharing",1.04040404040404,0.929
"bike",0.69047619047619,0.908
"share",0.775613275613276,0.717
"company",0.687590187590188,0.656
"business",0.552308802308802,0.551
"cars",0.97041847041847,0.492
"service",0.577922077922078,0.445
"companies",0.43037518037518,0.3
"zipcar",0.965728715728716,0.408
"sharingeconomy",0,0.142
"services",0.350649350649351,0.318
"work",0.50974025974026,0.308
"uber",0,0
"public",0.513708513708514,0.363
"market",0.431818181818182,0.351
"members",0.621933621933622,0.302
"vehicles",0.652236652236652,0.382
"transportation",0.476190476190476,0.309
"drivers",0.204545454545455,0.195
"cities",0.313131313131313,0.281
"carsharing",0.566378066378066,0.271
"bikes",0.313492063492063,0.347
"local",0.366522366522367,0.256
"rental",0.341269841269841,0.301
"technology",0.295815295815296,0.245
"money",0.282106782106782,0.267
"airbnb",0,0.197
"users",0.255411255411255,0.313
"university",0.488095238095238,0.163
"parking",0.461038961038961,0.19
"community",0.305916305916306,0.254
"businesses",0.240620490620491,0.202
"world",0.212121212121212,0.264
"government",0.29004329004329,0.127
"industry",0.217532467532468,0.163
"vehicle",0.344155844155844,0.3
"travel",0.296897546897547,0.147
"cost",0.320707070707071,0.216
"home",0.22005772005772,0.199
"social",0.192279942279942,0.3
"economy",0.192640692640693,0.135
"consumers",0.197691197691198,0.205
"costs",0.323232323232323,0.156
"global",0.237012987012987,0.247
"rent",0.164141414141414,0.203
"economic",0.25036075036075,0.187
"insurance",0.204184704184704,0.134
"provide",0.231962481962482,0.146
"network",0.217893217893218,0.234
"transport",0.318181818181818,0.124
"customers",0.194083694083694,0.184
"students",0.322510822510823,0.132
"state",0.215728715728716,0.106
"ride",0.154761904761905,0.133
"energy",0.337662337662338,0.112
"green",0.335858585858586,0.162
"app",0.0696248196248196,0.211
"making",0.186507936507937,0.149
"residents",0.259018759018759,0.125
"president",0.225468975468975,0.131
"idea",0.168470418470418,0.141
"working",0.165223665223665,0.134
"drive",0.234848484848485,0.15
