"","x.before","x.after"
"business",3.2625,4.5825
"social",2.85785714285714,3.12
"people",1.78964285714286,3.715
"sharing",1.20857142857143,3.1125
"sharingeconomy",0.598571428571429,2.285
"economy",1.22892857142857,2.1225
"services",0.963214285714286,1.765
"share",1.07571428571429,2.235
"world",1.39357142857143,1.7975
"technology",1.32142857142857,1.34
"companies",0.758214285714286,1.7375
"community",1.28071428571429,2.0125
"work",1.10535714285714,1.465
"research",1.20071428571429,1.155
"design",1.43035714285714,1.5575
"collaborativeconsumption",0.675,2.65
"marketing",1.06285714285714,0.9825
"service",0.838571428571429,1.2775
"company",0.752857142857143,1.5275
"global",0.973571428571429,1.13
"economic",0.87,1.23
"innovation",0.947142857142857,1.3675
"digital",0.834285714285714,0.7075
"money",0.740714285714286,1.2175
"development",1.00428571428571,0.9225
"facebook",0.695714285714286,1.11
"car",0.520357142857143,1.5725
"help",0.741071428571429,0.995
"mobile",0.690714285714286,0.765
"public",0.787142857142857,0.8375
"collaborativeconomy",0.188928571428571,0.7175
"international",1.02821428571429,0.485
"local",0.678214285714286,1.14
"systems",0.909642857142857,0.665
"internet",0.753928571428571,0.7975
"model",0.542857142857143,1.27
"industry",0.649642857142857,0.7325
"network",0.679285714285714,0.925
"access",0.524285714285714,0.9275
"airbnb",0.106428571428571,1.3075
"software",0.701428571428571,1.05
"city",0.550714285714286,0.8325
"green",0.86,0.445
"group",0.636428571428571,0.69
"energy",0.719285714285714,0.7825
"experience",0.523928571428571,0.5525
"food",0.545357142857143,0.8125
"privacy",0.471071428571429,0.6175
"businesses",0.367857142857143,0.81
"uber",0,0
"growth",0.453571428571429,0.635
"law",0.648928571428571,0.33
"conference",0.722142857142857,0
"customer",0.424285714285714,0.66
"university",0.615357142857143,0.4025
"financial",0.505357142857143,0.595
"jobs",0.441428571428571,0.515
"used",0.41,0.905
"science",0.559285714285714,0.585
"consumer",0.347857142857143,0.7975
"collaborative",0.358571428571429,0.945
"society",0.516428571428571,0.605
"space",0.364642857142857,0.73
"capital",0.463928571428571,0.505
"culture",0.455357142857143,0.5725
"sustainable",0.488214285714286,0.6425
"tech",0.295714285714286,0.61
"customers",0.295357142857143,0.7
"books",0.528928571428571,0.4725
"ideas",0.4175,0.8925
"personal",0.434285714285714,0.67
"recent",0.446071428571429,0.47
"government",0.4725,0.4675
"corporate",0.482142857142857,0.5325
"communities",0.425714285714286,0.8625
"users",0.316428571428571,1.11
"health",0.451428571428571,0.3825
"platform",0.283571428571429,0.785
"learn",0.417142857142857,0.4625
"working",0.392142857142857,0.64
"trust",0.2225,1.09
"goods",0.167142857142857,0.8575
"team",0.353571428571429,0.5925
"building",0.388571428571429,0.6
"job",0.381785714285714,0.3375
"cities",0.234285714285714,0.5325
"state",0.407857142857143,0.36
"impact",0.358928571428571,0.475
"markets",0.312857142857143,0.5175
"user",0.384285714285714,0.5325
"travel",0.250714285714286,0.5875
"finance",0.359285714285714,0.375
"climate",0.415357142857143,0.3575
"consumers",0.156785714285714,0.635
"startups",0.104642857142857,0.565
"learning",0.542857142857143,0.305
"environment",0.386071428571429,0.44
"members",0.333928571428571,0.47
"cost",0.271428571428571,0.6375
"provide",0.273928571428571,0.4325
"collaboration",0.303928571428571,0.465
"sustainability",0.400714285714286,0
"trends",0.265357142857143,0.4025
"startup",0.176428571428571,0.62
"sales",0.305357142857143,0.4125
"security",0.348214285714286,0
"cars",0.105,0.7175
"peertopeer",0.0889285714285714,0.7725
"private",0.2675,0.4375
"enterprise",0.332142857142857,0.4775
"shared",0.131785714285714,0.7075
"economics",0.347142857142857,0.3125
"platforms",0.0421428571428571,0.685
"brand",0.217142857142857,0.3175
"app",0.148571428571429,0.3725
"states",0.317142857142857,0
"demand",0.117857142857143,0.605
"national",0.361785714285714,0.3575
"production",0.301071428571429,1.165
"ownership",0.188571428571429,0.545
"together",0.2425,0.4925
"rise",0.185357142857143,0.515
"legal",0.306785714285714,0
"benefits",0.157857142857143,0.4275
"music",0.385,0
"ondemand",0,0
"advertising",0.346428571428571,0
"technologies",0.258214285714286,0.3725
"opportunities",0.193928571428571,0.35
"billion",0.161428571428571,0.3075
"workers",0.0817857142857143,0.325
"drivers",0.0417857142857143,0
"rent",0.04,0.5775
"member",0.364642857142857,0
"traditional",0.0767857142857143,0.49
"environmental",0.343928571428571,0.3275
"consumption",0.173214285714286,0.4225
"costs",0.149642857142857,0.5375
"politics",0.240357142857143,0
"american",0.311785714285714,0
"leadership",0.352142857142857,0
"investment",0.258571428571429,0.335
"funding",0.112142857142857,0.4925
"house",0.187142857142857,0
"problem",0.208928571428571,0.41
"europe",0.148928571428571,0.335
"london",0.262142857142857,0
"political",0.295,0
"brands",0.0460714285714286,0
"changing",0.137142857142857,0.34
"past",0.0828571428571429,0.3525
"transportation",0.140714285714286,0
"price",0.131071428571429,0
"connect",0.0435714285714286,0.3625
"lyft",0,0
"trend",0.0421428571428571,0.3825
"entrepreneurs",0.0439285714285714,0.51
"smart",0.2125,0
"tax",0.203571428571429,0
"rental",0,0.32
"quality",0.12,0.3075
"care",0.132857142857143,0
"risk",0.237857142857143,0
"theory",0.231428571428571,0
"china",0.228214285714286,0
"renting",0,0.3325
"opportunity",0.0403571428571429,0.3125
"zipcar",0.0992857142857143,0.4325
"european",0.149285714285714,0
"p2p",0.0753571428571429,0.5175
"institute",0.206428571428571,0
"countries",0.157857142857143,0.3325
"virtual",0.203571428571429,0
"hotel",0.0310714285714286,0
"apps",0,0
"oil",0.193214285714286,0
"carbon",0.187857142857143,0
"performance",0.185357142857143,0
"oxford",0.185,0
"taxi",0,0
"offers",0.0517857142857143,0.32
"driver",0.0478571428571429,0
"corporations",0.117142857142857,0
"friends",0.0842857142857143,0.365
"buying",0,0
"manufacturing",0.0982142857142857,0.4525
"employees",0,0
"adobe",0.160357142857143,0
"challenges",0.0807142857142857,0
"rachelbotsman",0.159285714285714,0
"income",0,0
"president",0.156428571428571,0
"library",0.153928571428571,0
"family",0.150357142857143,0
"crowdfunding",0.065,0.55
"ondemandeconomy",0,0
"urban",0.0925,0
"retail",0.0978571428571429,0
"waste",0.0907142857142857,0.31
"association",0.134642857142857,0
"organization",0.0775,0.355
"groups",0.126428571428571,0
"room",0,0
"safety",0.0810714285714286,0
"drive",0,0
"crisis",0.0667857142857143,0.3525
"regulation",0,0
"canada",0.111428571428571,0
"taskrabbit",0,0
"entrepreneurship",0.109285714285714,0
"nature",0.108214285714286,0
"jeremiahowyang",0,0
"usa",0.107142857142857,0
"michigan",0.107142857142857,0
"israel",0.104642857142857,0
"rules",0.0357142857142857,0
"fuel",0.102857142857143,0
"hardware",0.0364285714285714,0.455
"cultural",0.101428571428571,0
"board",0.1,0
"amazon",0.0992857142857143,0
"infographic",0.0982142857142857,0
"regulations",0,0
"providers",0,0
"students",0.0957142857142857,0
"ride",0,0
"carsharing",0,0.37
"seats",0.0928571428571429,0
"crowdsourcing",0,0.6325
"employment",0.04,0
"coworking",0.0407142857142857,0.32
"programmeoxford",0.0864285714285714,0
"driving",0,0
"foundation",0.0360714285714286,0.345
"career",0.085,0
"individual",0.0325,0.36
"works",0.0296428571428571,0.3775
"blogs",0.0835714285714286,0
"independent",0,0
"africa",0.08,0
"sell",0,0
"apple",0.0789285714285714,0
"tourism",0.0764285714285714,0
"lifestyle",0.0764285714285714,0
"natural",0.0735714285714286,0
"owners",0.0292857142857143,0
"california",0.0717857142857143,0
