"","x.before","x.after"
"car",2.45391476709613,2.53183023872679
"people",1.06243805748266,0.911140583554377
"city",0.973240832507433,1.07559681697613
"sharing",0.980673934588702,1.20026525198939
"bike",0.580277502477701,0.985411140583554
"share",0.77601585728444,0.774535809018568
"company",0.674925668979187,0.721485411140584
"business",0.546580773042616,0.56763925729443
"cars",1.03914767096135,0.786472148541114
"service",0.603072348860258,0.510610079575597
"companies",0.453914767096135,0.36737400530504
"zipcar",1.03022794846383,0.793103448275862
"sharingeconomy",0,0
"services",0.35579781962339,0.336870026525199
"work",0.497026759167493,0.543766578249337
"uber",0,0
"public",0.514866204162537,0.510610079575597
"market",0.352329038652131,0.644562334217507
"members",0.68384539147671,0.456233421750663
"vehicles",0.652626362735382,0.651193633952255
"transportation",0.449950445986125,0.546419098143236
"drivers",0.214568880079286,0.177718832891247
"cities",0.3201189296333,0.294429708222812
"carsharing",0.588701684836472,0.506631299734748
"bikes",0.293359762140733,0.36737400530504
"local",0.371655104063429,0.352785145888594
"rental",0.271555996035679,0.527851458885942
"technology",0.29583746283449,0.295755968169761
"money",0.273538156590684,0.305039787798409
"airbnb",0,0
"users",0.225966303270565,0.3342175066313
"university",0.534192269573835,0.364721485411141
"parking",0.530723488602577,0.274535809018568
"community",0.300297324083251,0.320954907161804
"businesses",0.249256689791873,0.217506631299735
"world",0.203666997026759,0.23474801061008
"government",0.299306243805748,0.26525198938992
"industry",0.213082259663033,0.229442970822281
"vehicle",0.335480673934589,0.36737400530504
"travel",0.333498513379584,0.19893899204244
"cost",0.326065411298315,0.306366047745358
"home",0.211100099108028,0.244031830238727
"social",0.155599603567889,0.290450928381963
"economy",0.169474727452924,0.254641909814324
"consumers",0.203666997026759,0.181697612732096
"costs",0.326560951437066,0.314323607427056
"global",0.246778989098117,0.210875331564987
"rent",0.113478691774034,0.29973474801061
"economic",0.241328047571853,0.274535809018568
"insurance",0.186818632309217,0.250663129973475
"provide",0.229435084241824,0.238726790450928
"network",0.188800792864222,0.295755968169761
"transport",0.369177403369673,0.181697612732096
"customers",0.18780971258672,0.210875331564987
"students",0.362735381565907,0.214854111405836
"state",0.182854311199207,0.303713527851459
"ride",0.153617443012884,0.157824933687003
"energy",0.397423191278494,0.177718832891247
"green",0.383548067393459,0.208222811671088
"app",0.0381565906838454,0.153846153846154
"making",0.1798810703667,0.204244031830239
"residents",0.276511397423191,0.212201591511936
"president",0.232903865213082,0.205570291777188
"idea",0.167492566897919,0.171087533156499
"working",0.174430128840436,0.140583554376658
"drive",0.254212091179386,0.183023872679045
"benefits",0.16798810703667,0.139257294429708
"stations",0.10009910802775,0.244031830238727
"taxi",0,0
"states",0.1798810703667,0.246684350132626
"research",0.165510406342914,0.175066312997347
"employees",0.180376610505451,0.188328912466843
"private",0.151635282457879,0.123342175066313
"consumer",0.116947472745292,0.149867374005305
"model",0.0882061446977205,0.179045092838196
"financial",0.15609514370664,0.192307692307692
"growing",0.139742319127849,0.140583554376658
"mobile",0.0807730426164519,0.222811671087533
"hertz",0.171456888007929,0.457559681697613
"space",0.113974231912785,0.129973474801061
"driving",0.173934588701685,0.173740053050398
"capital",0.110009910802775,0.257294429708223
"electric",0.176907829534192,0.278514588859416
"bikeshare",0.0673934588701685,0.188328912466843
"london",0.163528245787909,0.209549071618037
"shared",0.119425173439049,0.179045092838196
"national",0.207135777998018,0.1657824933687
"road",0.269078295341923,0.171087533156499
"demand",0.140237859266601,0.168435013262599
"office",0.15609514370664,0.169761273209549
"street",0.194747274529237,0.153846153846154
"urban",0.191278493557978,0.181697612732096
"tax",0.120911793855302,0.16710875331565
"experience",0.0971258671952428,0.139257294429708
"lyft",0,0
"traffic",0.259167492566898,0.096816976127321
"systems",0.10802775024777,0.144562334217507
"fuel",0.228939544103072,0.255968169761273
"personal",0.107532210109019,0.139257294429708
"bicycle",0.10009910802775,0.23342175066313
"markets",0.128840436075322,0.112732095490716
"sales",0.197224975222993,0.177718832891247
"owners",0.0341922695738355,0.210875331564987
"health",0.106541129831516,0.156498673740053
"price",0.121902874132805,0.151193633952255
"sustainable",0.176907829534192,0.180371352785146
"member",0.17195242814668,0.141909814323607
"house",0.0877106045589693,0.124668435013263
"workers",0.0579781962338949,0
"jobs",0.0743310208126858,0.20159151193634
"innovation",0.0282457879088206,0.111405835543767
"gas",0.277502477700694,0.145888594164456
"products",0.112983151635282,0.147214854111406
"membership",0.195242814667988,0.127320954907162
"opportunity",0.0877106045589693,0.119363395225464
"america",0.126858275520317,0.249336870026525
"environmental",0.2398414271556,0.16710875331565
"ridesharing",0,0
"companys",0.0827552031714569,0.128647214854111
"citys",0.0961347869177403,0.153846153846154
"country",0.0817641228939544,0.125994694960212
"issues",0.104558969276511,0.0954907161803713
"safety",0.00545094152626363,0
"school",0.157581764122894,0.0954907161803713
"trips",0.0931615460852329,0.125994694960212
"environment",0.196233894945491,0.118037135278515
"ownership",0.120911793855302,0.159151193633952
"worlds",0.141724479682854,0.155172413793103
"zipcars",0.21605550049554,0.181697612732096
"station",0.0797819623389494,0.155172413793103
"europe",0.118434093161546,0.112732095490716
"platform",0,0.118037135278515
"renting",0,0.108753315649867
"rate",0.1199207135778,0.143236074270557
"college",0.180872150644202,0.16710875331565
"study",0.054013875123885,0.120689655172414
"county",0.162041625371655,0.118037135278515
"american",0.137760158572844,0
"carshare",0.158572844400396,0.0994694960212202
"communities",0.0733399405351833,0.118037135278515
"sustainability",0.10802775024777,0.177718832891247
"driver",0.0198216055500496,0
"congestion",0.242814667988107,0
"investment",0.108523290386521,0.164456233421751
"brand",0.125371655104063,0.131299734748011
"projects",0.120911793855302,0.139257294429708
"traditional",0,0
"income",0.0218037661050545,0.123342175066313
"bus",0.168979187314172,0.0954907161803713
"connect",0.0931615460852329,0.202917771883289
"alternative",0.208622398414272,0.143236074270557
"bicycles",0.0743310208126858,0.106100795755968
"international",0.0703666997026759,0.13262599469496
"peertopeer",0,0.119363395225464
"food",0.0376610505450942,0
"cycling",0.0956392467789891,0.148541114058355
"digital",0.0421209117938553,0
"boston",0.0450941526263627,0.250663129973475
"apps",0,0
"enterprise",0,0.153846153846154
"platforms",0,0
"marketing",0.136273538156591,0
"facebook",0.0336967294350842,0.115384615384615
"law",0.0277502477700694,0
"canada",0.0827552031714569,0.125994694960212
"smart",0.0505450941526264,0.137931034482759
"carbon",0.180872150644202,0.125994694960212
"bixi",0.0411298315163528,0.228116710875332
"chicago",0.0530227948463826,0.169761273209549
"prices",0.113478691774034,0.175066312997347
"rates",0.133795837462834,0.122015915119363
"room",0,0
"quality",0.0431119920713578,0
"hotel",0,0
"mobility",0.0500495540138751,0
"startup",0,0
"works",0.0777998017839445,0
"emissions",0.163528245787909,0.116710875331565
"startups",0,0
"competition",0.031219028741328,0
"benefit",0.0530227948463826,0.116710875331565
"regulations",0,0
"phone",0.0718533201189296,0
"rides",0,0
"improve",0.100594648166501,0.116710875331565
"countries",0.0118929633300297,0
"rentals",0,0.10079575596817
"washington",0.0931615460852329,0.151193633952255
"charging",0.0426164519326065,0.127320954907162
"property",0.0064420218037661,0
"exchange",0,0.144562334217507
"federal",0.0490584737363726,0.123342175066313
"commission",0.0297324083250743,0.0928381962864721
"opportunities",0,0
"regulatory",0,0
"job",0.0366699702675917,0
"ford",0.0688800792864222,0.163129973474801
"friends",0.0153617443012884,0.140583554376658
"association",0.0569871159563925,0
"customer",0.00445986124876115,0
"collaborativeconsumption",0,0.13395225464191
"popular",0.0128840436075322,0.114058355437666
"ubers",0,0
"flexcar",0.161050545094153,0
"homes",0.0188305252725471,0
"rules",0,0
"innovative",0.0545094152626363,0
"toronto",0.102081268582755,0
"legal",0,0
"budget",0.0341922695738355,0.0928381962864721
"design",0.0277502477700694,0.131299734748011
"family",0.020812685827552,0.0941644562334217
"brands",0.031219028741328,0
"trust",0,0
"technologies",0.00594648166501487,0
"corporate",0.0555004955401388,0.110079575596817
"bikesharing",0.0450941526263627,0.108753315649867
"climate",0.138751238850347,0
"security",0.0490584737363726,0
"owning",0.128840436075322,0
"infrastructure",0.0708622398414272,0
"riders",0,0
"reducing",0.127353815659068,0
"passengers",0,0
